Date,Emotion_Label,Emotion_Probability,Original_Tweet,Cleaned_Tweet,Similarity_Score,Original_Length,Cleaned_Length,Length_Difference,Original_Language,Original_Likes,Original_Retweets,Original_Replies,Original_Hashtags,Original_URLs
2018-01-29,neutral,0.7599431872367859,Alibaba is reshaping city traffic with artificial intelligence - Quartz  https://t.co/NgtQluScss,alibaba reshaping city traffic artificial intelligence quartz aiforeveryone iaparatodos,0.5384615384615384,96,87,9,en,0,0,0,[],['http://dlvr.it/QDBzl0']
2020-06-29,neutral,0.4033661782741546,"Join Ursa's CTO, Daniela Moody @damoodyML, tomorrow at 1pm EDT for a free @USGIF virtual training session: Unlocking the power of #SAR for artificial intelligence and data fusion in global security. Register here:  https://t.co/KtK6hiNdgj #ai #dataanalytics #GEOINT #satellitedata  https://t.co/mEMOiJ2cKU","join ursa's cto , daniela moody , tomorrow 1pm edt free virtual training session: unlocking power sar artificial intelligence data fusion global security. register here: ai dataanalytics geoint satellitedata",0.4666666666666667,305,207,98,en,3,2,0,"['sar', 'ai', 'dataanalytics', 'geoint', 'satellitedata']",['https://hubs.ly/H0r-HMQ0']
2019-05-30,neutral,0.5353215336799622,#VIDEO: NTT DATA's Public Sector CTO Shamlan Siddiqi highlights #artificial intelligence trends in the public sector.   https://t.co/CFNLxVQFzf  https://t.co/oNVNtD7IzR,video: ntt data's public sector cto shamlan siddiqi highlights artificial intelligence trends public sector.,0.5789473684210527,168,108,60,en,0,0,0,"['video', 'artificial']",['http://bit.ly/2XgK7b1']
2018-12-27,neutral,0.3441169261932373,Global Artificial Intelligence (AI) in Agriculture Market Analysis Outlook 2027 - The Business Hours   https://t.co/api9YhFONU #AI #MachineLearning,global artificial intelligence ai agriculture market analysis outlook business hours ai machinelearning,0.47368421052631576,147,103,44,en,0,1,0,"['ai', 'machinelearning']",['https://goo.gl/YxztM7']
2017-04-29,neutral,0.8972460627555847,How Artificial Intelligence Will Redefine Management -  @impraise   https://t.co/31PzEl52NR,artificial intelligence redefine management,0.4444444444444444,91,43,48,en,0,0,0,[],['http://snip.ly/v8lxb']
2019-12-30,neutral,0.4080297946929931,Maldives Marketing and Public Relations Corporation announces new torism strategy for 2020 #Maldives #BeachVolleyball #Badminton #Surfing #DiplomaticMission  https://t.co/1koFgTB0XG This Tweet was enhanced with #ArtificialIntelligence - find out more:  https://t.co/Tc2Xa85jtT,maldives marketing public relations corporation announces new torism strategy maldives beachvolleyball badminton surfing diplomaticmission tweet enhanced artificialintelligence find out more:,0.4117647058823529,276,191,85,en,0,0,0,"['maldives', 'beachvolleyball', 'badminton', 'surfing', 'diplomaticmission', 'artificialintelligence']","['http://traveldailynews.com/post/maldives-marketing-and-public-relations-corporation-announces-new-torism-strategy-for-2020', 'http://AI-Enhanced.com']"
2019-12-31,neutral,0.8117114305496216,Standard Machine Learning Datasets for Imbalanced Classification #artificialintelligence #datascience  https://t.co/yTrSqNt0UN,standard machine learning datasets imbalanced classification datascience artificialintelligence machinelearning ml,0.42857142857142855,126,114,12,en,0,1,0,"['artificialintelligence', 'datascience']",['https://machinelearningmastery.com/standard-machine-learning-datasets-for-imbalanced-classification/?utm_source=contentstudio.io&utm_medium=referral']
2017-08-30,neutral,0.5073434710502625,How Artificial Intelligence Will Disrupt Your Life | Psychology Today  https://t.co/mbayxJnTm2,artificial intelligence disrupt life psychology today,0.5454545454545454,94,53,41,en,1,0,0,[],['https://lnkd.in/g_HuTWg']
2019-10-30,neutral,0.7169853448867798,Georgios Fradelos #company message Artificial Intelligence @chatbot #gfaccord for our best clients  only   do visit  https://t.co/auaZhIf5Rw  https://t.co/87Qg2dS7i9,artificialintelligence gfaccord best clients,0.10526315789473684,165,44,121,en,1,0,0,"['company', 'gfaccord']",['https://www.gf-accord.biz']
2017-07-11,neutral,0.4966015815734863,Highlights of Global Artificial Intelligence Products Market Professional Survey Report…  https://t.co/UAOaLNqqPb,"uberification , rebranded products , artificial intelligence.. takeaways mluk2017",0.11764705882352941,113,81,32,en,0,0,0,[],['https://goo.gl/fb/JwBdxk']
2018-12-27,neutral,0.640754222869873,Beyond Deep Fakes  https://t.co/N68ccXBjWf #ArtificialIntelligence #machinelearning  https://t.co/EMAQFZhJK3,beyond deep fakes artificialintelligence machinelearning,0.3333333333333333,108,56,52,en,0,0,0,"['artificialintelligence', 'machinelearning']",['https://twi.li/GGXcoo']
2017-12-28,neutral,0.8888041377067566,Artificial Intelligence for the Real World Archives - erpinnews  https://t.co/Mb0k5VLtZd #ai #ml #dl,artificial intelligence real world archives erpinnews ai ml dl,0.375,100,62,38,en,0,1,0,"['ai', 'ml', 'dl']",['http://bit.ly/2E8gVtC']
2017-12-15,neutral,0.4928185641765594,Down Syndrome Research Has Been Racist. Will Artificial Intelligence Help?  https://t.co/HGu0yLd3YO,down syndrome research racist. artificial intelligence help?,0.6363636363636364,99,60,39,en,0,0,0,[],['https://fb.me/2p6o4HZ5t']
2019-10-30,neutral,0.7312770485877991,#Robust sound event detection in bioacoustic sensor networks. (arXiv:1905.08352v2 [ https://t.co/nkWNLfgjMr] UPDATED)  https://t.co/PENL3LuL3O #artificialintelligence #ai,robust sound event detection bioacoustic sensor networks. arxiv:. 08352v2 updated artificialintelligence ai,0.2857142857142857,170,107,63,en,0,0,0,"['robust', 'artificialintelligence', 'ai']","['http://cs.SD', 'https://ift.tt/2JHwMmz']"
2018-12-27,neutral,0.4147469997406006,"✨The $3 TRILLION DOLLARS in Tax Cuts that Donald J. #Trump and #Republicans in Congress gave the SUPER RICH and BIG CORPORATIONS will enable them to #Automate their Factories and Supply Chains with #Robots and #ArtificialIntelligence - #AI, and REPLACE Human Workers / Labor.  https://t.co/Y0wWyiLOuh","trillion dollars tax cuts donald j. trump republicans congress gave super rich big corporations enable automate factories supply chains robots artificialintelligence ai , replace human workers labor.",0.425531914893617,300,199,101,en,2,2,2,"['trump', 'republicans', 'automate', 'robots', 'artificialintelligence', 'ai']",[]
2018-12-28,neutral,0.4436266720294952,"Join us for the Launch of Alliance for Artificial Intelligence in Healthcare during JP Morgan in San Francisco. #aaih2019 #AAIH2019 When: Monday, January 7, 2019  4:00 pm Where: Parc 55 San Francisco – A Hilton Hotel, 4th Floor, Cyril Magnin Ballroom  https://t.co/MW5R4NCJDM  https://t.co/gwhRUOycTH","join us launch alliance artificial intelligence healthcare jp morgan san francisco. aaih2019 aaih2019: monday , january ,: pm: parc san francisco hilton hotel , 4th floor , cyril magnin ballroom",0.40425531914893614,300,194,106,en,10,4,1,"['aaih2019', 'aaih2019']",['https://theaaih.org/']
2019-12-27,neutral,0.4136314988136291,#TheRiver1Magic #BeeandPuppycat #ArtificialIntelligence #drawingoftheday New markers and an overactive imagination  https://t.co/idV5qr6NV7,theriver1magic beeandpuppycat artificialintelligence drawingoftheday new markers overactive imagination,0.26666666666666666,139,103,36,en,1,2,0,"['theriver1magic', 'beeandpuppycat', 'artificialintelligence', 'drawingoftheday']",[]
2017-10-28,neutral,0.9279870986938475,"@infowars Alex, you could USE some artificial intelligence...Or perhaps a class or two on critical reasoning.","alex , use some artificial intelligence... perhaps class two critical reasoning.",0.42105263157894735,109,80,29,en,0,0,1,[],[]
2018-03-29,neutral,0.4914836883544922,RT JensRoehrich: Emerging #AI tech trends for 2018? Here are the top 10 via #PwC. hashtags #ArtificialIntelligence #DeepLearning #MachineLearning #NLP #BigData #DataScience #Algorithms #DigitalTwins report  https://t.co/3D1IlgQk4F RT MikeQuindazzi  https://t.co/4STJamALc2,emerging ai tech trends? here top pwc. hashtags artificialintelligence deeplearning machinelearning nlp bigdata datascience algorithms digitaltwins report mikequindazzi,0.1794871794871795,272,168,104,en,0,2,0,"['ai', 'pwc', 'artificialintelligence', 'deeplearning', 'machinelearning', 'nlp', 'bigdata', 'datascience', 'algorithms', 'digitaltwins']",['https://pwc.to/2pc7X8C']
2019-03-29,neutral,0.377368152141571,"Before #Amazon Drops Packages On Your House From The Air, Drones May Start To Transform Air Cargo @Forbes   #Drone #Drones #ArtificialIntelligence #AI #EmergingTechnologies #SupplyChain #logistics #Robotics #robots #AutonomousVehicles #SelfDrivingCars      https://t.co/erk88acu5A","amazon drops packages house air , drones may start transform air cargo drone drones artificialintelligence ai emergingtechnologies supplychain logistics robotics robots autonomousvehicles selfdrivingcars",0.21428571428571427,280,203,77,en,10,8,0,"['amazon', 'drone', 'drones', 'artificialintelligence', 'ai', 'emergingtechnologies', 'supplychain', 'logistics', 'robotics', 'robots', 'autonomousvehicles', 'selfdrivingcars']",['https://www.forbes.com/sites/jeremybogaisky/2019/02/13/before-amazon-drops-packages-on-your-house-from-the-air-drones-may-start-to-transform-bulk-air-cargo/']
2018-05-29,neutral,0.721744954586029,"I'm pretty sure this is the most important report I've read so far this year. The Malicious Use of Artificial Intelligence Forecasting, Prevention, and Mitigation  https://t.co/LeGY752ohQ #AI #ArtificialIntelligence #MachineLearning  https://t.co/bMVVDA35xr","pretty sure most important report read far year. malicious use artificial intelligence forecasting , prevention , mitigation ai artificialintelligence machinelearning",0.38235294117647056,257,166,91,en,10,5,0,"['ai', 'artificialintelligence', 'machinelearning']",['https://maliciousaireport.com/']
2017-07-28,neutral,0.8726392984390259,EXTRACTING KEYWORDS FROM SHORT TEXT  https://t.co/k8Q24cmjvr  #machinelearning #keywordextraction #artificialintelligence #tech  https://t.co/kItxCE03Oa,extracting keywords short text machinelearning keywordextraction artificialintelligence tech,0.26666666666666666,152,92,60,en,0,3,0,"['machinelearning', 'keywordextraction', 'artificialintelligence', 'tech']",['https://goo.gl/KJrKua']
2017-10-30,neutral,0.4577313959598541,AI goes pop in Japan  https://t.co/h4uQeg6F9f #AI #ArtificialIntelligence,ai goes pop japan ai artificialintelligence,0.4444444444444444,73,43,30,en,1,1,0,"['ai', 'artificialintelligence']",['https://www.bloomberg.com/news/articles/2017-10-29/diehard-fans-turn-virtual-teen-singer-into-japanese-mega-star']
2020-12-29,neutral,0.90699303150177,Deep Learning Specialization  https://t.co/eS4bSYzdCa #artificialintelligence,deep learning specialization artificialintelligence learning machinelearning,0.42857142857142855,77,76,1,en,2,0,0,['artificialintelligence'],['https://madhurijain27.medium.com/deep-learning-specialization-d517a9d8db56']
2019-04-30,neutral,0.4150265157222748,"#ArtificialIntelligence #IoT #AI #BIGData #Robotics #CyberSecurity  AI World &amp; Cyber Security 2019 #June 06-07 #London #ScientificSessions on """"AI in Health Care System"""" Submit your Abstract @  https://t.co/iDtSYIbPr6 For more details, visit:  https://t.co/E9gVxIcIvw  https://t.co/Auce4DTWKJ","artificialintelligence iot ai bigdata robotics cybersecurity ai world; cyber security june london scientificsessions ai health care system submit abstract more details , visit:",0.2,297,176,121,en,13,11,2,"['artificialintelligence', 'iot', 'ai', 'bigdata', 'robotics', 'cybersecurity', 'june', 'london', 'scientificsessions']","['http://bit.ly/AI-abstract-submission', 'http://bit.ly/ai-world2019']"
2017-12-31,neutral,0.5305980443954468,Why Artificial Intelligence Matters – Eric Schmidt AI's Latest and Greatest  https://t.co/6YUZWnKUCp,artificial intelligence matters eric schmidt ai's latest greatest,0.6666666666666666,100,65,35,en,0,0,0,[],['https://goo.gl/ZwWTf6']
2017-07-13,neutral,0.8261910080909729,https://t.co/jd1b3JWRv8 - Let's think about the future Artificial Intelligence - The Future - Ethics on AI &amp; more  https://t.co/LujtZCWMPW  https://t.co/BwEoLQNfF4,let's think future artificial intelligence future ethics ai; more,0.4117647058823529,167,65,102,en,1,0,0,[],"['http://Whyfuture.com', 'http://WhyFuture.com']"
2019-02-27,neutral,0.4652120172977447,"RT @ProfVives: Do you want to learn about the future of Natural Language Understanding (#NLU) and its impact in #Artificial #Intelligence #AI, businesses and society? Join us tomorrow for a great panel at 4YFN - 4 Years from Now with Brian Subirana (MIT), Javier Peman (… http…",": want learn future natural language understanding nlu impact artificial intelligence ai , businesses society? join us tomorrow great panel 4yfn years now brian subirana mit , javier peman",0.39622641509433965,277,188,89,en,0,0,0,"['nlu', 'artificial', 'intelligence', 'ai']",[]
2018-12-30,neutral,0.7367624640464783,Artificial Intelligence Technology Is Helping Musicians Become Even Better - Musicians are now using artifi  https://t.co/Bx7lm9pJ8G #ai,artificial intelligence technology helping musicians become even better musicians now using artifi ai,0.6470588235294118,136,101,35,en,0,1,0,['ai'],['http://into.ai/blog/news-stories/artificial-intelligence-technology-is-helping-musicians-become-even-better/']
2017-04-27,neutral,0.7329061627388,Artificial intelligence: Lessons from the field | ZDNet  https://t.co/Rea65jp6VB #AI  https://t.co/h4O9GhVqr4,artificial intelligence: lessons field ai,0.3333333333333333,109,41,68,en,1,0,0,['ai'],['http://buff.ly/2oOK30Q']
2018-10-30,neutral,0.843326210975647,Drive SEO results with artificial intelligence  https://t.co/sl3gUOEXSR,drive seo results artificial intelligence,0.7142857142857143,71,41,30,en,0,0,0,[],['https://www.werank.net/blog/drive-seo-results-with-artificial-intelligence/']
2019-10-30,neutral,0.5302782654762268,"A big downside to #ArtificialIntelligence is that, right now, it’s not all that intelligent. Experts explain at @Splunkconf.  https://t.co/IuF5nyyvxJ","big downside artificialintelligence , right now , s all intelligent. experts explain.",0.25,149,85,64,en,0,0,0,['artificialintelligence'],['https://biztechmagazine.com/article/2019/10/ai-upsides-risks-and-impact-policy?utm_campaign=meetedgar&utm_medium=social&utm_source=meetedgar.com']
2017-05-27,neutral,0.613934338092804,Tech companies increase acquisitions to to build artificial intelligence  https://t.co/mu7v1qK4NI,tech companies increase acquisitions build artificial intelligence,0.7777777777777778,97,66,31,en,0,0,0,[],['http://ift.tt/2qpgRhz']
2019-05-29,neutral,0.5839300155639648,@ITU Report – Artificial Intelligence systems for programme production and exchange –   https://t.co/LtWuAoiIps  https://t.co/NQTIBlJc3U,report artificial intelligence systems programme production exchange,0.5384615384615384,136,68,68,en,1,0,0,[],['https://www.itu.int/en/mediacentre/Pages/2019-PR09.aspx']
2017-10-29,neutral,0.7866731286048889,Artificial intelligence: Is this the future of early cancer detection?  https://t.co/t0dmDdIIBC,artificial intelligence: future early cancer detection?,0.5454545454545454,95,55,40,en,0,0,0,[],['http://ow.ly/lMas50eSVjK']
2017-07-14,neutral,0.8565682172775269,Artificial intelligence is undoubtedly an academic area of finding out and coming up with clever agents. -  https://t.co/0B5i8yAfSZ,artificial intelligence undoubtedly academic area finding out coming up clever agents.,0.6111111111111112,131,86,45,en,0,0,0,[],['http://wildw.com/2017/07/artificial-intelligence-is-undoubtedly-an-academic-9/1295']
2020-12-25,neutral,0.5047329068183899,Artificial intelligence degree among 2 approved by IU trustees  https://t.co/1mVpqHOwfx  #ArtificialIntelligence,artificial intelligence degree among approved iu trustees artificialintelligence,0.5833333333333334,112,80,32,en,1,1,0,['artificialintelligence'],['https://news.iu.edu/stories/2020/12/iu/inside/04-artificial-intelligence-business-psychology-degrees-approved-trustees.html']
2019-06-27,neutral,0.4402771294116974,"Institute Insights: Artificial Intelligence Alter Egos: Who Benefits from Robo-Investing?: By Eric Ghysels, Edward M. Bernstein Distinguished Professor of Economics, UNC-Chapel Hill and professor of finance, UNC Kenan-Flag... @kenaninstitute  https://t.co/zrdGqBbfJg","institute insights: artificial intelligence alter egos: benefits roboinvesting?: eric ghysels , edward m. bernstein distinguished professor economics , uncchapel hill professor finance , unc kenanflag...",0.42857142857142855,266,203,63,en,1,0,0,[],['http://www.kenaninstitute.unc.edu/blog']
2017-03-29,neutral,0.840263307094574,Dubai to begin using #ArtificialIntelligence in government sector. Read More :  https://t.co/wMYip12FAH #TogoFogo #Updates  https://t.co/ZYEBmMvHnx,dubai begin using artificialintelligence government sector. read more: togofogo updates,0.3157894736842105,147,87,60,en,3,3,0,"['artificialintelligence', 'togofogo', 'updates']",['http://bit.ly/2o5qm7Y']
2019-10-30,neutral,0.7175845503807068,Artificial intelligence and #blockchain converge in worlds first AI-powered dapp  https://t.co/ED6HDKoXWW  https://t.co/XfI5MEBdSg,artificial intelligence blockchain converge worlds first aipowered dapp,0.42857142857142855,130,71,59,en,0,0,0,['blockchain'],['https://finance.yahoo.com/news/artificial-intelligence-blockchain-converge-world-194627916.html']
2017-06-30,surprise,0.6298748850822449,Has IBM Watson's AI Technology Fallen Victim to Hype?   https://t.co/slfTi8a45G #ArtificialIntelligence #WatsonIoT,ibm watson's ai technology fallen victim hype? artificialintelligence watsoniot,0.5,114,79,35,en,0,0,0,"['artificialintelligence', 'watsoniot']",['http://for.tn/2shgURJ']
2018-01-29,surprise,0.4264480173587799,Revolution of Artificial Intelligence in Science #ai #science  https://t.co/NFCGw12pv2,revolution artificial intelligence science ai science,0.4,86,53,33,en,0,0,0,"['ai', 'science']",['http://ml.veganti.lepus.uberspace.de/revolution-of-artificial-intelligence-in-science']
2018-05-29,surprise,0.4594195783138275,"By 2030, 70% of the global economic impact from ArtificialIntelligence will come from #China + #NorthAmerica. via @MaireABrennan @antgrasso @MikeQuindazzi  @armindom  #portugal #openbanking #digitalbanking #openAPIBanking #fintech #insurtech #cybersecurity  #blockchain #ai  https://t.co/bT8dTjIqo6",", global economic impact artificialintelligence come china northamerica. portugal openbanking digitalbanking openapibanking fintech insurtech cybersecurity blockchain ai",0.11904761904761904,298,169,129,en,2,2,0,"['china', 'northamerica', 'portugal', 'openbanking', 'digitalbanking', 'openapibanking', 'fintech', 'insurtech', 'cybersecurity', 'blockchain', 'ai']",[]
2019-02-27,surprise,0.4908744692802429,@snugglingmarais @corbynbesson @SeaveyDaniel AI - artificial intelligence,"artificial intelligence shape ecommerce business? chetan sheladiya ,. ai chatbots",0.21428571428571427,73,81,-8,fr,0,0,0,[],[]
2017-04-27,surprise,0.4764243960380554,Artificial Intelligence Hype Cycle  https://t.co/GYDRl5IALI,re artificial intelligence hype cycle,0.6666666666666666,59,37,22,fr,0,0,0,[],['http://ift.tt/2pkbeS5']
2019-01-29,surprise,0.6383068561553955,"Several hot topics: artificial intelligence is no so difficult, is not quantum theory, is based on von Newman machine concepts... (still we are on “newton physics” on computing)... what is really difficult to understand is why people don’t listen and try… https://t.co/j1s2MaEcNY","several hot topics: artificial intelligence difficult , quantum theory , based von newman machine concepts... still newton physics computing... really difficult understand people don listen try",0.36363636363636365,279,193,86,en,0,0,0,[],['https://lnkd.in/ewR4E6N']
2018-11-28,surprise,0.4469602406024933,"‘Alexa, who won the $500,000 artificial intelligence prize?’ UC Davis team’s chatbot is champ  https://t.co/iwlrbZUwMo",": alexa , won , artificial intelligence prize? uc davis team s chatbot champ ai reinvent chatbot alexa",0.30434782608695654,118,102,16,en,0,0,0,[],['https://www.sacbee.com/news/local/education/article222274550.html']
2020-01-30,surprise,0.693247377872467,The Amazing Ways Telecom Companies Use Artificial Intelligence And Machine Learning  https://t.co/0P2DhGPi1x,amazing ways telecom companies use artificial intelligence machine learning,0.75,108,75,33,en,0,0,0,[],['https://www.forbes.com/sites/bernardmarr/2019/09/02/the-amazing-ways-telecom-companies-use-artificial-intelligence-and-machine-learning/']
2019-04-29,surprise,0.8199841976165771,Looking To Crush Your Sales Figures In 2019? Chatbots Might Be The Key  cc: @robvank @alvinfoo @KaiGrunwitz @TopCyberNews @hdkansara #AI #ArtificialIntelligence #MachineLearning #TechTrends #AR #VR #Automation #Emerging #Chatbot   https://t.co/qF4iD69hFb,looking crush sales figures? chatbots might key cc: ai artificialintelligence machinelearning techtrends ar vr automation emerging chatbot,0.1794871794871795,254,138,116,en,0,0,0,"['ai', 'artificialintelligence', 'machinelearning', 'techtrends', 'ar', 'vr', 'automation', 'emerging', 'chatbot']",['http://bit.ly/2W7ogSN']
2020-12-30,surprise,0.489271730184555,The latest The internet and things Daily!  https://t.co/DoyuakdEWp #artificialintelligence #innovation,latest internet things daily! artificialintelligence innovation,0.36363636363636365,102,63,39,en,0,0,0,"['artificialintelligence', 'innovation']",['https://paper.li/postoff25/1450810511?edition_id=108c34f0-4aa7-11eb-90cd-0cc47a0d15fd']
2017-08-29,surprise,0.8619529604911804,How quickly will #ArtificialIntelligence affect your life &amp; business? Faster than you think…  https://t.co/trnffz9uLt,quickly artificialintelligence affect life; business? faster think,0.23529411764705882,121,66,55,en,0,0,0,['artificialintelligence'],['http://www.futuresearch.com/futureblog/2017/08/21/three-things-you-need-to-know-about-artificial-intelligence/']
