Date,Source,Emotion_Label,Emotion_Probability,Original_Tweet,Cleaned_Tweet,Similarity_Score,Time_Difference_Seconds,Time_Proximity_Score,Original_Length,Cleaned_Length,Length_Difference
2023-01-25 06:33:22+00:00,ChatGPT,neutral,0.7516699433326721,"@pushpendrakum Why is everyone creating a hype about #chatGPT ...
Isn't #siri #alexa the same?? I mean w.r.t  interaction with humans.. 
One responds with text and other with voice..
@aparanjape @chandrarsrikant ??",everyone creating hype same mean w.r.t interaction humans one responds text voice,0.49090909090909085,0.0,1.0,214,81,133
2023-01-17 13:17:31+00:00,ChatGPT,neutral,0.8933683037757874,"TheCognate_: Unless you’ve been living under a rock, you’ve likely heard of the term #ChatGPT.

ChatGPT is a type of artificial intelligence that can be used for a variety of tasks, including language translation, text summarisation, and even creative wr… https://t.co/IaPjCQBv6n","thecognate: unless youve living rock, youve likely heard term chatgpt type artificial intelligence used variety tasks, including language translation, text summarisation, even creative wr",0.6589743589743589,0.0,1.0,279,187,92
2023-01-11 18:43:09+00:00,ChatGPT,neutral,0.9284070730209352,"Search Intent should be the basics of your work if you're an SEO 

It's a secret most SEOs overlook

#SEO #ChatGPT #Website #contentcreation #ContentWriting",search intent basics work seo secret seos overlook,0.5333333333333333,0.0,1.0,156,50,106
2023-02-01 19:30:20+00:00,ChatGPT,neutral,0.7680615186691284,Generative Artificial Intelligence Visualized - #ChatGPT https://t.co/RTcUkp60Il,generative artificial intelligence visualized,0.7,0.0,1.0,80,45,35
2023-03-28 16:07:56+00:00,ChatGPT,neutral,0.8907483816146851,HOW TO SEE WHO IS USING #ChatGPT TO WRITE THEIR COPY (thread):,see using write copy thread:,0.5333333333333333,0.0,1.0,62,28,34
2023-02-08 22:59:58+00:00,ChatGPT,neutral,0.9101428985595704,"ARMO Integrates #ChatGPT to Help Users Secure Kubernetes.

Read: https://t.co/6iiqUZplhK

#Security #Kubernetes #AI #Artificial_Intelligence",armo integrates help users secure kubernetes. read:,0.6499999999999999,0.0,1.0,140,51,89
2023-02-12 16:56:07+00:00,ChatGPT,neutral,0.7217464447021484,More #ChatGPT news coming from @OkCupid tomorrow 👀,news coming tomorrow,0.5625,0.0,1.0,50,20,30
2022-12-09 11:13:15+00:00,ChatGPT,neutral,0.711116373538971,"GM , from #ChatGPT as well 😅 https://t.co/jHwZl2yYE2","gm , well",0.5625,0.0,1.0,52,9,43
2022-12-31 21:01:56+00:00,ChatGPT,neutral,0.7776499390602112,I'm finding #ChatGPT delivers: https://t.co/dU7QnztyLh,finding delivers:,0.58,0.0,1.0,54,17,37
2022-12-18 09:16:40+00:00,ChatGPT,neutral,0.5669363141059875,"This New A.I Tool is something else.
#Artificial_Intelligence 
#ChatGPT 
#Google 
#digitalk https://t.co/1liVuubGvQ",new a.i tool something else.,0.5916666666666667,0.0,1.0,115,28,87
2023-03-25 18:39:22+00:00,ChatGPT,neutral,0.8319860100746155,"List of #ChatGPT plugins &amp; resources
https://t.co/Modm8bUEBF",list plugins amp; resources,0.5625,0.0,1.0,64,27,37
2023-01-28 07:07:43+00:00,ChatGPT,neutral,0.830395519733429,"Some chatGpt things
#ChatGPT #chatgpt3 #technology 
#Trending #OpenAI #OpenAIChatGPT

#Microsoft https://t.co/jsQM2loClf",chatgpt things,0.42727272727272725,0.0,1.0,120,14,106
2023-02-10 16:23:36+00:00,ChatGPT,neutral,0.953922152519226,This is exactly why I have encouraged my students to use #ChatGPT,exactly encouraged students use,0.5333333333333333,0.0,1.0,65,31,34
2023-01-13 16:39:35+00:00,ChatGPT,neutral,0.7890627980232239,"update: creating a distinct start and endpoint allows the progress animations to be really simple. user can now clear out request / response. waiting animation needed.

next up: make a view to store history, and then add the ability to save an exchange.

#iosdev #chatgpt #ai https://t.co/2HlTgtxgHi","update: creating distinct start endpoint allows progress animations really simple. user clear request response. waiting animation needed. next up: make view store history, add ability save exchange.",0.75,0.0,1.0,299,198,101
2023-03-14 21:53:05+00:00,ChatGPT,neutral,0.4866692125797272,Writing #Wikidata #SPARQL queries may have just became a lot easier thanks to #ChatGPT https://t.co/PacXT4YVwA,writing queries may became lot easier thanks,0.6266666666666667,0.0,1.0,110,44,66
2023-03-19 13:51:14+00:00,ChatGPT,neutral,0.3925569653511047,"RT @Khulood_Almani: 💥Microsoft-backed #OpenAI Starts Release of Powerful #AI known as GPT-4

https://t.co/FUr9lZxOeL 

#ChatGPT #tech #innovation #technology #web3 #blockchain #marketing #5G #IoT #Analytics #bigdata #flutter #DataScientists #robots #Rob… https://t.co/mKCB9hjO7g",rt : microsoftbacked starts release powerful known gpt4,0.409375,0.0,1.0,278,55,223
2023-02-24 09:35:15+00:00,ChatGPT,neutral,0.3575387001037597,"See you shortly! Access the LinkedIn Live: https://t.co/UNF6cJ4l1U

#BigQuestions #ChatGPT #GenerativeAI #AI #chatbot #artificialintelligence #HR  #machinelearning #technology #digitaltransformation #LinkedInLive #Today #StartsShortly",see shortly! access linkedin live:,0.4666666666666667,0.0,1.0,234,34,200
2023-02-18 12:05:26+00:00,ChatGPT,neutral,0.4833258390426636,"#chatgpt is drunk or what 😂
Just read the 1st line...
Can't do a simple minus calculation 
Recently it's performance is so down
Please fix it 
@OpenAI @sama https://t.co/EWBSdVWuXF",drunk read 1st line cant simple minus calculation recently performance please fix,0.5333333333333333,0.0,1.0,180,81,99
2023-01-05 14:00:19+00:00,ChatGPT,neutral,0.8938078880310059,"My brother asked ChatGPT to describe Algeria in the tone of a 1940s mobster. 
« The name of the game » 😁

#ChatGPT #Algeria #IA #الجزائر #Algérie https://t.co/6KMAqhdGYz",brother asked chatgpt describe algeria tone 1940s mobster. name game,0.58,0.0,1.0,169,68,101
2023-03-09 19:12:14+00:00,ChatGPT,neutral,0.8342188596725464,"In response to the linked post, we would need to provide clarifications. We are responding to the part on Uruk (I think Josh SURING got it from #ChatGPT.)

Uruk, #UrukPM, and #theUrukPlatform ARE NOT project management methodologies. 

- Uruk is an ancien…https://t.co/IFx9YMuHsF","response linked post, would need provide clarifications. responding part uruk i think josh suring got uruk, project management methodologies. uruk ancien",0.631578947368421,0.0,1.0,279,153,126
2023-04-01 09:15:47+00:00,ChatGPT,neutral,0.9177533388137816,"🤩🤩🤩 #英雄聯盟 #tendate #chatgpt #啾啾鞋 
Source: https://t.co/fcY4KTS4wQ https://t.co/KlS2LWfPC0",source:,0.38749999999999996,0.0,1.0,89,7,82
2023-02-26 22:05:02+00:00,ChatGPT,neutral,0.6353614926338196,"@saylor @elonmusk #chatgpt Has taught me more than anything els, especially new aspects about #Bitcoin","taught anything els, especially new aspects",0.58,0.0,1.0,102,43,59
2023-03-17 18:35:50+00:00,ChatGPT,neutral,0.3767641186714172,"How to Use Chat GPT to Write a Novel  

""Are you a writer looking to up your productivity and get some help with your novel? Look no further than ChatGPT!""

https://t.co/Ta3NcldN7b

#writers #writingcommunity #amwriting #writerscommunity #ChatGPT #AI https://t.co/S7vfGGCZih",use chat gpt write novel are writer looking productivity get help novel? look chatgpt!,0.5333333333333333,0.0,1.0,274,86,188
2023-01-13 02:57:25+00:00,ChatGPT,neutral,0.4903880953788757,"“Writing as a signal of ability is mostly gone. Well-constructed… writing now means almost nothing about the author. 

It will really be about detecting novel ideas or really thoughtful, original analyses, which will be hard for most people to do.” 

- John Horton #ChatGPT https://t.co/znu2KS4da9","writing signal ability mostly gone. wellconstructed writing means almost nothing author. really detecting novel ideas really thoughtful, original analyses, hard people do. john horton",0.6255813953488372,0.0,1.0,297,183,114
2023-02-10 16:16:54+00:00,ChatGPT,neutral,0.5410035848617554,"Is @chatgptopenai a gold rush?💰

Follow @askdomthat 🫡

#askdomthat #chat #chatgpt #openai #gold #goldrush #entrepreneur #entrepreneurship #startup #business #help #money #realestate #invest #investing #investor #fyp #follow #explore https://t.co/OkkvqqEf1E",gold rush? follow,0.3482758620689655,0.0,1.0,256,17,239
2023-04-05 00:16:02+00:00,ChatGPT,neutral,0.7632727026939392,"https://t.co/N012shmlBf 💯 
&gt; Available for immediate acquisition.
&gt; Visit the link for details.

#Domains #ChatGPT #GPT #Chat #NFT #AI #VR #XR #Brand #Startup #Branding #NFTs #DAO #DeFi 
#AIChatAvatar #ChatAvatar #AIChat #Avatar",gt; available immediate acquisition. gt; visit link details.,0.42938906752411576,11.0,0.9646302250803859,234,60,174
2023-03-16 00:43:58+00:00,ChatGPT,neutral,0.5258958339691162,"Am I the crazy one for typing ""please"" and ""thank you"" to #ChatGPT?

Gotta get some edge when Skynet gets activated. 😄",crazy one typing please thank you gotta get edge skynet gets activated.,0.552,0.0,1.0,118,71,47
2023-02-03 07:22:51+00:00,ChatGPT,neutral,0.9011572599411012,"chatGPT login UI clone 🌀
with the Password hide and show feature 
using HTML, CSS &amp; Javascript

#javascript50 #project16 #passwordshow #ChatGPT #javascript #CSS3 #webdev https://t.co/4jmXVknbDW","chatgpt login ui clone password hide show feature using html, css amp; javascript",0.6230769230769231,0.0,1.0,197,81,116
2022-12-06 14:56:24+00:00,ChatGPT,neutral,0.7881532311439514,@greg_doucette #ChatGPT has a quibble. https://t.co/ywCmw3OTBC,quibble.,0.41666666666666663,0.0,1.0,62,8,54
2023-01-09 05:04:23+00:00,ChatGPT,neutral,0.7296825647354126,"What is Open Ai #ChatGPT ? 😳😳
@RGVzoomin

Video Link 👇🏻👇🏻
https://t.co/ELOW5r7wQ2 https://t.co/Q7bKlV2geC",open ai ? video link,0.5692307692307692,0.0,1.0,105,20,85
2023-04-07 16:25:43+00:00,ChatGPT,neutral,0.5956572890281677,"A conversation with #chatgpt about moral reasoning in humans vs machines.
https://t.co/Hc2hoLx1Uz",conversation moral reasoning humans vs machines.,0.6499999999999999,0.0,1.0,97,48,49
2023-02-02 23:01:30+00:00,ChatGPT,neutral,0.7835090160369873,#chatgpt is a bit woke #wokechat https://t.co/kG4if6LQje,bit woke,0.5,0.0,1.0,56,8,48
2023-02-02 14:11:00+00:00,ChatGPT,neutral,0.8850085139274597,"Do not ask #ChatGPT whether @MichelleObama is transgender, it gets very ´Karen´","ask whether transgender, gets karen",0.5153846153846153,0.0,1.0,79,35,44
2023-01-28 13:55:08+00:00,ChatGPT,neutral,0.9088175892829896,"Thanks #ChatGPT for the info on #AdaniGroup 
#hindenburgresearch https://t.co/kw4mSqLDT8",thanks info,0.4555555555555555,0.0,1.0,88,11,77
2023-01-10 08:53:08+00:00,ChatGPT,neutral,0.7494619488716125,"I asked @openaicommunity
To write me a song about Bitcoin.

#Bitcoin #BTC #btcsong #bitcoinsong #AI #ChatGPT
https://t.co/B0DOEEbzSV",asked write song bitcoin.,0.4647058823529412,0.0,1.0,132,25,107
2023-01-26 20:43:07+00:00,ChatGPT,neutral,0.5219126343727112,"What is the problem with ChatGPT?
#privacy #business #tech #technology #femalefounders #smallbusiness #contracts #womenintech #founders #startups #ai #saas #data #iot #entrepreneur #cybersecurity #innovation  #software #digitalhealth #intellectualproperty #crypto #chatgpt https://t.co/z9Cmsz2lUq",problem chatgpt?,0.3482758620689655,0.0,1.0,296,16,280
2023-02-08 05:13:36+00:00,ChatGPT,neutral,0.3938959240913391,"#ChatGPT Fuels the Blazing Generative AI Start-up Scene.

💡We asked our Investment Analyst, Sebastian who is completing his Masters of Data Science and AI about how investors should approach this new megatrend.

Read article here: https://t.co/ycz6qUSnDn
#investing #AI #VC https://t.co/Zaxh5NOIq4","fuels blazing generative ai startup scene. we asked investment analyst, sebastian completing masters data science ai investors approach new megatrend. read article here:",0.6414634146341462,0.0,1.0,297,169,128
2023-04-04 18:24:49+00:00,ChatGPT,neutral,0.7102689743041992,"@Yoozer007 @abacaj No, you can't - copy-paste is not allowed in browser  frames with #ChatGPT dialogues there..","no, cant copypaste allowed browser frames dialogues there",0.475,0.0,1.0,111,57,54
2023-01-18 13:08:00+00:00,ChatGPT,neutral,0.5050103664398193,"How exactly will #AI make a difference?

=&gt; Originality will be more important.

=&gt; Services like #ChatGPT will stimulate our thinking, help us with lateral thought

#AI #NLP #NLU #MachineLearning #creativity 

https://t.co/xOn3YVLdVq https://t.co/VnL5Jppkul","exactly make difference? gt; originality important. gt; services like stimulate thinking, help us lateral thought",0.6033333333333333,0.0,1.0,264,113,151
2023-03-28 06:16:28+00:00,ChatGPT,neutral,0.8180556893348694,"Well, I think AI passed the interviews, y'all. Tomorrow #ChatGPT will answer the Book of Discipline Doctrinal Questions ¶324.9a-p (aka the doctrinal exam) for commissioning/provisional membership, the next to last milestone in the ordination process. #umc","well, think ai passed interviews, yall. tomorrow answer book discipline doctrinal questions 324.9ap aka doctrinal exam commissioningprovisional membership, next last milestone ordination process.",0.6305555555555555,0.0,1.0,255,195,60
2023-03-21 00:10:12+00:00,ChatGPT,neutral,0.9177533388137816,"🙈 #RO實況主斗內計畫 #chatgpt #台灣Vtuber #絲襪 
Source: https://t.co/yZJI36GjLR https://t.co/SRf0Lweczr",source:,0.38749999999999996,0.0,1.0,92,7,85
2023-03-29 15:17:55+00:00,ChatGPT,neutral,0.8933515548706055,"Better therapist than humans 😅
#ChatGPT https://t.co/DFrTS1Hq83",better therapist humans,0.6,0.0,1.0,63,23,40
2023-01-16 11:45:07+00:00,ChatGPT,neutral,0.8496861457824707,"How #AI chatbot #ChatGPT changes the #phishing game

🔏 https://t.co/PaE3Fr3hks

#ArtificialIntelligence #Cybersecurity #Microsoft @delfastbikes @FinMKTG @SpirosMargaris @MikeQuindazzi @Nicochan33 @ravidugh @Khulood_Almani @MargaretSiegien",chatbot changes game,0.39999999999999997,0.0,1.0,238,20,218
2023-02-04 18:39:00+00:00,ChatGPT,neutral,0.9096797108650208,"Dive in to CopyAI to understand the new era of marketing tools.

Follow @AlbanBeluli ✅
👉🏼 https://t.co/e8EiDiFunO 🚀

#Entrepreneur #Marketing #AI #ChatGPT #CopyAI #SocialMediaMarketing #MarketingStrategy  #business #MarketingTools #MarketingAnalytics #SmallBusiness #Startup https://t.co/Uu0zGz71UG",dive copyai understand new era marketing tools. follow,0.48666666666666664,0.0,1.0,298,54,244
2022-12-20 15:54:28+00:00,ChatGPT,neutral,0.9366745352745056,@SenRickScott #ChatGPT write me a brief summary on the Pelosi-Schumer spending bill so I can vote on it by the end of the week.,write brief summary pelosischumer spending bill vote end week.,0.5545454545454545,0.0,1.0,127,62,65
2023-01-12 13:13:25+00:00,ChatGPT,neutral,0.9268380999565125,"Microsoft was way ahead of its time with this Chat Safety Pin

#ChatGPT https://t.co/qoSdRERmQT",microsoft way ahead time chat safety pin,0.6499999999999999,0.0,1.0,95,40,55
2022-12-06 08:29:32+00:00,ChatGPT,neutral,0.7617571353912354,"What is @OpenAI  chat gpt? How to use it? When to use it, and what next? 🤖

A thread by @BruceWyn006 for Aprender

(1/11)

#OpenAI #ChatGPT  #explained https://t.co/gcCmeuxiIV","chat gpt? use it? use it, next? thread aprender 111",0.5153846153846153,0.0,1.0,175,51,124
2023-03-09 19:00:01+00:00,ChatGPT,neutral,0.894813597202301,Sign up for this discussion via @edwebnet  “Show Your Work”: How to Use Mind Mapping to Avoid Cheating with ChatGPT https://t.co/bttoPT9rFc @tomwhitby @idea_mapper #education #edchat #edtech #chatgpt https://t.co/f1BohW45tF,sign discussion via show work: use mind mapping avoid cheating chatgpt,0.5172413793103448,0.0,1.0,223,70,153
2023-03-21 17:18:36+00:00,ChatGPT,surprise,0.4931918680667877,"📉#Sell!📉
🔥RSI over 85!🔥
[#Bybit]
👇 Recommendation: #Short
📊Ticker: #WOOUSDT📊
30-minute Candle
Last Price: 0.2107
RSI: 88.8

🔥Powered by #ChatGPT🔥

$WOO
#WOO
#バイビット https://t.co/dGTptVwlHm",rsi 85! recommendation: ticker: 30minute candle last price: 0.2107 rsi: 88.8 powered woo,0.4633333333333333,0.0,1.0,187,88,99
2023-04-03 08:19:13+00:00,ChatGPT,surprise,0.4458754956722259,Looking to build custom bots using OpenAI and Python? Here's an excellent starting point! #ChatGPT,looking build custom bots using openai python? heres excellent starting point!,0.7375,0.0,1.0,98,78,20
2023-01-07 23:17:44+00:00,ChatGPT,surprise,0.697160542011261,"What other question could I have asked #ChatGPT first?

""Is a debt based fiat currency system sustainable?""

... turned out to be an interesting ""conversation"". https://t.co/mi8Ry91R7a",question could asked first? is debt based fiat currency system sustainable? turned interesting conversation.,0.5655172413793104,0.0,1.0,184,108,76
2023-01-11 16:13:20+00:00,ChatGPT,surprise,0.8866389393806458,"MS buying a bigger stake in #ChatGPT. 

I wonder how long till Google revisits AI content in it's algos....",ms buying bigger stake wonder long till google revisits ai content algos,0.7052631578947368,0.0,1.0,107,72,35
2023-02-24 16:16:55+00:00,ChatGPT,surprise,0.4522846341133117,"We're diving into AI-Art and ChapGPT today: https://t.co/wg32uYaNJz

#art #artists #writing #writers #chatgpt #aiart #AIartists #clarkesworld #scifi #fantasy #fiction #magazine #digitalart #publishing https://t.co/KOORWLdlns",diving aiart chapgpt today:,0.38749999999999996,0.0,1.0,224,27,197
2023-03-20 13:48:29+00:00,ChatGPT,surprise,0.4969059228897095,"I’m seriously considering let chatGPT pick several projects for me, and degen in🤣
Anyone like this idea?
#AI #ChatGPT #Crypto","im seriously considering let chatgpt pick several projects me, degen in anyone like idea?",0.6818181818181818,0.0,1.0,125,89,36
2023-02-28 06:14:27+00:00,ChatGPT,surprise,0.4663963615894317,"➡️ Will AI chatbots replace traditional search engines? The debate continues, writes @itsmeFSL

#BingAI #GoogleBard #ChatGPT

https://t.co/62ueVET8mz","ai chatbots replace traditional search engines? debate continues, writes",0.6705882352941176,0.0,1.0,149,72,77
2023-02-03 17:55:57+00:00,ChatGPT,surprise,0.8759822845458984,Having #ChatGPT ask me “you are not a robot?” is the biggest irony if my day 🤡,ask you robot? biggest irony day,0.4473684210526315,0.0,1.0,78,32,46
2022-12-30 11:05:00+00:00,ChatGPT,surprise,0.9412399530410768,I Asked ChatGPT To Write A Bunch Of Social Media Posts. The Results Were Astounding ➜ https://t.co/iDO44syl0h  #LoveWhatYouDo #MarTech #ChatGPT #AIcontent #ContentMarketing ↴,asked chatgpt write bunch social media posts. results astounding,0.5739130434782609,0.0,1.0,174,64,110
2023-02-13 06:39:18+00:00,ChatGPT,surprise,0.8798485398292542,"Small business owners - are you using ChatGPT? If so, how? 

#ChatGPT #SmallBusiness","small business owners using chatgpt? so, how?",0.6769230769230768,0.0,1.0,84,45,39
2023-03-06 14:10:25+00:00,ChatGPT,surprise,0.592015266418457,"I just purchased this new training and it’s amazing!
If you want to learn how to do affiliate marketing on YouTube, you won’t find a more detailed course for just $13.  But hurry, the price jumps to $47 on Saturday. https://t.co/iijTFqNOLD

#affiliatemarketing #chatGPT #seo https://t.co/GbbSlRqteh","purchased new training its amazing! want learn affiliate marketing youtube, wont find detailed course 13. hurry, price jumps 47 saturday.",0.5545454545454545,0.0,1.0,298,137,161
2022-12-19 18:06:28+00:00,ChatGPT,surprise,0.5365546941757202,".@xsondx: What if @elonmusk has been listening to the results of @OpenAI for weeks and the next CEO of Twitter is an AI? 👀

The way the company is led suggests this, and how could #ChatGPT be better marketed besides public access? https://t.co/4IQN86pNVG https://t.co/Cv6B7xVEWu","listening results weeks next ceo twitter ai? way company led suggests this, could better marketed besides public access?",0.631578947368421,0.0,1.0,278,120,158
2023-03-18 15:01:10+00:00,ChatGPT,surprise,0.748348593711853,"Talking to @flipchartguy about my book, AI in Talent Development. I've noticed a big uptick in sales since the release of #ChatGPT. #AIinTalentDevelopment: https://t.co/E3AShltlLJ https://t.co/rqd6CDAatQ","talking book, ai talent development. noticed big uptick sales since release",0.6208333333333333,0.0,1.0,203,75,128
2023-02-02 02:23:24+00:00,ChatGPT,surprise,0.3315841555595398,"A JPMorgan survey found that 53% of institutional traders believe #AI or #MachineLearning will be the technology that has the biggest influence on trading over the next three years.

@JimHarris @JolaBurnett 

#survey #chatgpt #intelligence #ai #trading 

https://t.co/ypr6DD49pG",jpmorgan survey found 53 institutional traders believe technology biggest influence trading next three years.,0.5676470588235294,0.0,1.0,278,109,169
2022-12-08 01:08:20+00:00,ChatGPT,surprise,0.5009805560112,I asked an AI #ChatGPT #OpenAI  how to become rich in a bear market. https://t.co/0vknPW0pXQ,asked ai become rich bear market.,0.58,0.0,1.0,92,33,59
2023-03-01 20:18:25+00:00,ChatGPT,surprise,0.6887783408164978,"@JulianDontcheff Straight from the mouth of #ChatGPT:
There's a language model known as ChatGPT
Whose answers sometimes seem strange, you'll agree
For though it's programmed to be smart
It can't always grasp human art
So its responses can be odd, as you can see!
😎","straight mouth theres language model known chatgpt whose answers sometimes seem strange, agree though programmed smart cant always grasp human art responses odd, see!",0.6499999999999999,0.0,1.0,264,166,98
2023-02-18 07:10:45+00:00,ChatGPT,surprise,0.8665416240692139,"Why We're All Obsessed 

With the Mind-Blowing #ChatGPT #AI #Chatbot 

https://t.co/PjofnUjykL #fintech #ArtficialIntelligence #MachineLearning #DeepLearning #GenerativeAI #AGI @stshank @CNET https://t.co/OpaokZmCNi",obsessed mindblowing,0.3333333333333333,0.0,1.0,215,20,195
2023-01-22 20:15:30+00:00,ChatGPT,surprise,0.950503408908844,"Hey #ChatGPT, ""Could a photograph of a blueberry muffin look like a photograph of a chihuahua?""

It replies, ""... the two objects are vastly different and have distinct characteristics, it would be hard to make them look similar.""

Me, ""Oh really?"" https://t.co/l4GHHcyaFn","hey could photograph blueberry muffin look like photograph chihuahua? replies, two objects vastly different distinct characteristics, would hard make look similar. me, oh really?",0.5974999999999999,0.0,1.0,272,178,94
2023-02-08 15:37:39+00:00,ChatGPT,surprise,0.673886775970459,"“And #ChatGPT is probably not that good at writing in #Chinese. The stories it wrote read a bit strange, like they were translated from English,” says novelist.
https://t.co/vk7S4E3sI1","and probably good writing stories wrote read bit strange, like translated english, says novelist.",0.58,0.0,1.0,184,97,87
2023-02-04 21:05:01+00:00,ChatGPT,surprise,0.7653005123138428,"It’s interesting if I connect somehow ChatGPT and Copilot, would this bot pass an coding interview for Junior position somewhere? 🤪 #ChatGPT #copilot #coding","its interesting connect somehow chatgpt copilot, would bot pass coding interview junior position somewhere?",0.6639999999999999,0.0,1.0,157,107,50
2023-03-18 13:40:58+00:00,ChatGPT,surprise,0.8274571895599365,"🤖🔓 Inspired by our chat with #ChatGPT, we at @SDRobots are considering open-sourcing our #humanoid robot! As part of our #HustleGPT journey, I asked who might be intrigued by this move. Curious? Here's the conversation we had! 🚀 #OpenSourceRobotics #AICommunity https://t.co/WiTBfajb3r","inspired chat considering opensourcing robot! part journey, asked might intrigued move. curious? heres conversation had!",0.5333333333333333,0.0,1.0,285,120,165
2022-12-25 07:00:38+00:00,ChatGPT,surprise,0.8954039216041565,"[#blogpost] The world is about to turn upside down…Find out more about #ChatGPT. It has the fastest growing user base in the history of technology...

https://t.co/U1VLVGYrlN 

@jmancini77 #ARMA #MERLIN #MER2023 #IGprofessionals #InfoGov #eDiscovery #IG https://t.co/rO8Ol3RYPo",world turn upside downfind fastest growing user base history technology,0.4647058823529412,0.0,1.0,277,71,206
2023-03-13 18:55:16+00:00,ChatGPT,surprise,0.638623833656311,"You've heard the buzz about ChatGPT, but how will it impact customer experience? Read our new blog to find out. https://t.co/g1QdWR4pYc #ChatGPT #CustomerExperience #ContactCenterAI","heard buzz chatgpt, impact customer experience? read new blog find out.",0.6208333333333333,0.0,1.0,181,71,110
2022-12-06 16:13:27+00:00,ChatGPT,surprise,0.6472603678703308,"I'm not really satisfied by this answer 💀

#ChatGPT https://t.co/AXpzDj24DC",really satisfied answer,0.51,0.0,1.0,75,23,52
2023-01-26 11:28:56+00:00,ChatGPT,surprise,0.7979238033294678,#ChatGPT  AI bot understands that the only way of ending central banking and fiat money is #Bitcoin . Do you understand it?,ai bot understands way ending central banking fiat money . understand it?,0.6818181818181818,0.0,1.0,123,73,50
2023-01-31 13:34:44+00:00,ChatGPT,surprise,0.5914222002029419,"From summarizing #medical records to answering #healthcare FAQs, #ChatGPT has opened the door to a world of opportunities for the life sciences industry. Have you ever wished for such an assistant? If yes, ChatGPT is for you⬇ https://t.co/JHia24OAqm","summarizing records answering faqs, opened door world opportunities life sciences industry. ever wished assistant? yes, chatgpt you",0.6499999999999999,0.0,1.0,249,131,118
