Date,Source,Emotion_Label,Emotion_Probability,Original_Tweet,Cleaned_Tweet,Similarity_Score,Time_Difference_Seconds,Time_Proximity_Score,Original_Length,Cleaned_Length,Length_Difference
2022-12-30 11:05:00+00:00,ChatGPT,surprise,0.9412399530410768,I Asked ChatGPT To Write A Bunch Of Social Media Posts. The Results Were Astounding ➜ https://t.co/iDO44syl0h  #LoveWhatYouDo #MarTech #ChatGPT #AIcontent #ContentMarketing ↴,asked chatgpt write bunch social media posts. results astounding,0.5739130434782609,0.0,1.0,174,64,110
2023-01-22 20:15:30+00:00,ChatGPT,surprise,0.950503408908844,"Hey #ChatGPT, ""Could a photograph of a blueberry muffin look like a photograph of a chihuahua?""

It replies, ""... the two objects are vastly different and have distinct characteristics, it would be hard to make them look similar.""

Me, ""Oh really?"" https://t.co/l4GHHcyaFn","hey could photograph blueberry muffin look like photograph chihuahua? replies, two objects vastly different distinct characteristics, would hard make look similar. me, oh really?",0.5974999999999999,0.0,1.0,272,178,94
2023-02-28 06:14:27+00:00,ChatGPT,surprise,0.4663963615894317,"➡️ Will AI chatbots replace traditional search engines? The debate continues, writes @itsmeFSL

#BingAI #GoogleBard #ChatGPT

https://t.co/62ueVET8mz","ai chatbots replace traditional search engines? debate continues, writes",0.6705882352941176,0.0,1.0,149,72,77
2023-02-24 16:16:55+00:00,ChatGPT,surprise,0.4522846341133117,"We're diving into AI-Art and ChapGPT today: https://t.co/wg32uYaNJz

#art #artists #writing #writers #chatgpt #aiart #AIartists #clarkesworld #scifi #fantasy #fiction #magazine #digitalart #publishing https://t.co/KOORWLdlns",diving aiart chapgpt today:,0.3874999999999999,0.0,1.0,224,27,197
2023-01-27 19:59:23+00:00,ChatGPT,surprise,0.5867016315460205,My recent conversation with #ChatGPT @OpenAI after a very coherent reply something happened. https://t.co/TCizWTrnQQ,recent conversation coherent reply something happened.,0.6,0.0,1.0,116,54,62
2023-02-04 21:05:01+00:00,ChatGPT,surprise,0.7653005123138428,"It’s interesting if I connect somehow ChatGPT and Copilot, would this bot pass an coding interview for Junior position somewhere? 🤪 #ChatGPT #copilot #coding","its interesting connect somehow chatgpt copilot, would bot pass coding interview junior position somewhere?",0.6639999999999999,0.0,1.0,157,107,50
2023-03-23 13:00:25+00:00,ChatGPT,joy,0.5590612292289734,"I just published ‘5 Bold Predictions for How AI Will Radically Reshape Our Future’ https://t.co/bBPAKPKogD

#Artificial_Intelligence #Deeplearning #aitools #ChatGPT",published 5 bold predictions ai radically reshape future,0.5,0.0,1.0,164,56,108
2023-01-18 10:36:20+00:00,ChatGPT,joy,0.8989043831825256,"I just finished watching @andrejkarpathy's video on building GPT from scratch and I must say, it was a real treat to see how much effort and knowledge goes into creating a model like GPT. It was truly informative and I enjoyed every moment of it. #ml #chatgpt #AI #GPT #coding","finished watching s video building gpt scratch must say, real treat see much effort knowledge goes creating model like gpt. truly informative enjoyed every moment it.",0.6977272727272728,0.0,1.0,276,166,110
2023-03-05 17:59:54+00:00,ChatGPT,joy,0.8143182396888733,"""I've been using @OpenAI's ChatGPT and I must say, it's an incredible tool! From answering my questions to assisting with tasks, it's been a game changer. Thank you @OpenAI for creating such a fantastic AI tool to enhance our lives! #AI #ChatGPT #OpenAI""","ive using s chatgpt must say, incredible tool! answering questions assisting tasks, game changer. thank creating fantastic ai tool enhance lives!",0.624390243902439,0.0,1.0,254,145,109
2023-03-22 11:31:02+00:00,ChatGPT,joy,0.5345193147659302,Opera integrates OpenAI's ChatGPT in their browsers for a powerful browsing experience 🚀 Try it out! #Opera #AI #OpenAI #ChatGPT https://t.co/OFBC3grr0R,opera integrates openais chatgpt browsers powerful browsing experience try out!,0.5863636363636364,0.0,1.0,152,79,73
2023-02-07 11:43:13+00:00,ChatGPT,joy,0.5902671813964844,"Exciting tech news this week
#Google #Bard #chatgpt #lowcode 
Follow us for more interesting updates
Build Amazing things with LiveCode
Check out at https://t.co/TH6E7xHKGY https://t.co/gYD4i5OrKi",exciting tech news week follow us interesting updates build amazing things livecode check,0.6639999999999999,0.0,1.0,196,89,107
2023-02-04 13:12:13+00:00,ChatGPT,joy,0.5980446338653564,"VERY worth reading! #samaltman , the brains behind #ChatGPT @OpenAI  according to @NewYorker 
by @tadfriend 

https://t.co/tApIiXPMUC","worth reading! , brains behind according",0.5625,0.0,1.0,133,40,93
2023-03-11 15:13:24+00:00,ChatGPT,joy,0.8676878809928894,Businesses can benefit a lot from AI technology. #ChatGPT #AI,businesses benefit lot ai technology.,0.6499999999999999,0.0,1.0,61,37,24
2023-01-22 14:38:31+00:00,ChatGPT,joy,0.5784389972686768,"#ChatGPT : Gone are the mornings where I brainstormed alone. 

Takes me seconds to gather relevant and sufficient intel on whats out there regarding a new writing prompt, a thought or a research question. 

Whenever, wherever thanks to your friendly neighborhood AI https://t.co/EkFdCk6aaM",": gone mornings brainstormed alone. takes seconds gather relevant sufficient intel whats regarding new writing prompt, thought research question. whenever, wherever thanks friendly neighborhood ai",0.7375,0.0,1.0,289,196,93
2023-01-13 22:02:20+00:00,ChatGPT,joy,0.8353016376495361,"Visions of Bionic Life
Made with dedication &amp; passion, leveraging #ChatGPT, #Canva &amp; #Midjourney - https://t.co/IIftY4v2UB 

♦️ | #Arcanea
⚔️ | #bionic
♦️ | #midjourneyai
♦️ | #digitalart
♦️ | #opensea
♦️ | #nftartwork
♦️ | #fantasy 
♦️ | #fantasyworld
♦️ | #fantasyart https://t.co/xM2mKj73oG","visions bionic life made dedication amp; passion, leveraging amp;",0.4689655172413793,0.0,1.0,301,65,236
2023-03-01 07:34:39+00:00,ChatGPT,joy,0.7147082686424255,"@gomezidao congratulations on the best project

#ChatGPT #OpenAI #GPT3 #blockchain #Gomezi #GOME",congratulations best project,0.475,0.0,1.0,96,28,68
2023-01-27 04:11:28+00:00,ChatGPT,joy,0.4021406769752502,@GBNEWS Tripe! #ChatGPT is coming after your job 🇬🇧media #TXT_SugarRushRide HarryandMeghanNetflix,tripe! coming job media harryandmeghannetflix,0.5333333333333333,0.0,1.0,97,45,52
2023-03-13 14:10:13+00:00,ChatGPT,joy,0.458918958902359,"Sign up and get your job at Goodwill!
https://t.co/o5zhGyE1oi
Click on the link above and provide your all details.
Finally Sign up and get your job at Goodwill!
#PinkVenom #Flop #baekhyun #Japan #Ramadan #Korean #Duke #ChatGPT #YetToCome #Samsung https://t.co/avUw1QR6HZ",sign get job goodwill! click link provide details. finally sign get job goodwill!,0.5172413793103448,0.0,1.0,271,81,190
2023-02-28 03:32:12+00:00,ChatGPT,joy,0.9571494460105896,"Oh, #Bing, you and I are going to have so much fun together. 

#StarWars #TriviaNight #ChatGPT #GenerativeAI https://t.co/7xS4uWxhMV","oh, going much fun together.",0.4944444444444444,0.0,1.0,132,28,104
2023-02-14 14:39:35+00:00,ChatGPT,joy,0.4063017070293426,"#ChatGPT is an amazing technology. But it isn't more objective (than humans). It is more effective.

Let us not have wrong expectations. Let us accept this fact in planning interaction with it.",amazing technology. objective than humans. effective. let us wrong expectations. let us accept fact planning interaction it.,0.6137931034482758,0.0,1.0,193,124,69
2023-01-19 05:27:13+00:00,ChatGPT,joy,0.9477049112319946,"Love this, really cool. It really looks like the robot is enjoying itself very much. Now give it a #ChatGPT interface and imagine the possibilities..","love this, really cool. really looks like robot enjoying much. give interface imagine possibilities",0.6652173913043478,0.0,1.0,149,99,50
2023-03-13 03:00:02+00:00,ChatGPT,joy,0.6721115112304688,"Noun: image

A picture worth a thousand words, or a thousand words worth a picture? Either way, it's a lot of work for a single joke!

 #technology #innovation #chatGPT #openai #programming","noun: image picture worth thousand words, thousand words worth picture? either way, lot work single joke!",0.7083333333333333,0.0,1.0,189,105,84
2023-01-19 21:00:46+00:00,ChatGPT,joy,0.7396057844161987,ChatGPT And AI Will Fuel New EdTech Boom via @forbes https://t.co/0TuZdq6Drv #ai #ChatGPT,chatgpt ai fuel new edtech boom via,0.6769230769230768,0.0,1.0,89,35,54
2023-03-19 02:55:41+00:00,ChatGPT,joy,0.906324028968811,"It's encouraging to see web3 projects learning from successful ventures and adapting their strategies for user adoption.
#CryptoNews #Crypto #tradecoin #Ethereum #ChatGPT #GPT #tradecoind2 #tradecoind2_vn #ChatAiD2",encouraging see web3 projects learning successful ventures adapting strategies user adoption.,0.5961538461538461,0.0,1.0,214,93,121
2023-01-23 12:29:12+00:00,ChatGPT,joy,0.7077763676643372,"Ask #ChatGPT to give jee and neet exam too
Lets have some fun 😂 https://t.co/oCdpbU18eD",ask give jee neet exam lets fun,0.6266666666666667,0.0,1.0,87,31,56
2023-03-29 11:08:47+00:00,ChatGPT,joy,0.8148863315582275,This is an interesting read when we are all caught up with how awesome #Bing chat is. #AI #ChatGPT #GPT4,interesting read caught awesome chat is.,0.51,0.0,1.0,104,40,64
2023-02-18 06:34:07+00:00,ChatGPT,sadness,0.9609296321868896,"@sundarpichai Don't try to copy ChatGPT. You will regret it. in the future this will become Google Hangout, Google Plus #ChatGPT #googlebrad","try copy chatgpt. regret it. future become google hangout, google plus",0.6499999999999999,0.0,1.0,140,70,70
2023-03-04 04:53:07+00:00,ChatGPT,sadness,0.302581638097763,Channelling my inner Tony Stark with #ChatGPT as my trusty AI assistant. https://t.co/CxS7WAWFM1,channelling inner tony stark trusty ai assistant.,0.7083333333333333,0.0,1.0,96,49,47
2023-01-09 19:54:57+00:00,ChatGPT,sadness,0.9575576186180116,“…much in-school learning feels trivial and tedious.” #ChatGPT : A Must-See Before the Semester Begins | Faculty Focus https://t.co/MudBpv7SK2,much inschool learning feels trivial tedious. : mustsee semester begins faculty focus,0.5434782608695652,0.0,1.0,142,85,57
2022-12-04 20:26:51+00:00,ChatGPT,sadness,0.5585253238677979,"now merge the conversational UI of #ChatGPT with dall-e prompts so people can paint with voice progressively.

""put a ring on the ring finger of the right hand of the subject""
""make it a gold ring""
""give the subject a more serious look""
""not that serious""",merge conversational ui dalle prompts people paint voice progressively. put ring ring finger right hand subject make gold ring give subject serious look not serious,0.55,0.0,1.0,255,164,91
2023-03-31 17:09:47+00:00,ChatGPT,sadness,0.9502940773963928,"@verge Chat-GPT 3 response:
""Sad to hear that Chat-GPT has been banned in Italy due to privacy concerns. As a language model, I understand the importance of protecting user data and (...) "" 
https://t.co/brkARLzn6M #privacy #AI #ChatGPT #Italy #Italia https://t.co/Hn5ei8rz3U","chatgpt 3 response: sad hear chatgpt banned italy due privacy concerns. language model, understand importance protecting user data",0.5625,0.0,1.0,275,130,145
2022-12-08 01:31:02+00:00,ChatGPT,sadness,0.8477867841720581,"Why is #ChatGPT not available in Egypt? *Sighhh* 
Can't we have access to anything nice on this side of the world! ☹😟",available egypt? sighhh cant access anything nice side world!,0.5041666666666667,0.0,1.0,117,61,56
2022-12-05 02:57:11+00:00,ChatGPT,sadness,0.7215204238891602,Pointer-based attack on #ChatGPT's filters. Seems hard to prevent in a purely generative model. https://t.co/nkWmOiNjA0,pointerbased attack filters. seems hard prevent purely generative model.,0.6499999999999999,0.0,1.0,119,72,47
2023-02-09 15:07:53+00:00,ChatGPT,sadness,0.8376971483230591,"""ChatGPT: The AI that can write a business plan,
 but can't implement it.""
https://t.co/Ek0jst1j0Y
#ChatGPT #chatgpt3 #ai","chatgpt: ai write business plan, cant implement it.",0.475,0.0,1.0,121,51,70
2023-02-16 18:09:12+00:00,ChatGPT,sadness,0.4323168992996216,"#ecsleducational #chatgpt #hydrogeninjection

Here's Why a Hydrogen Combustion Engine Will Never Be Popular
https://t.co/xv6txmTm9t https://t.co/9bO5iCUJzc",heres hydrogen combustion engine never popular,0.51875,0.0,1.0,155,46,109
2023-03-21 18:16:45+00:00,ChatGPT,sadness,0.8499502539634705,"@wongmjane Quite disappointing. If after delays they aren't par with #chatgpt, then they may have missed this boat.",quite disappointing. delays par may missed boat.,0.588235294117647,0.0,1.0,115,48,67
2023-03-27 15:31:58+00:00,ChatGPT,sadness,0.5142691731452942,"@ylecun on Failures of #ChatGPT-like Auto-Regressive LLMs

#AI

https://t.co/42pzh59plS",failures autoregressive llms,0.4399999999999999,0.0,1.0,87,28,59
2023-03-17 14:26:35+00:00,ChatGPT,sadness,0.9563600420951844,Ernie Bot “not yet perfect”: “#Baidu Plunges After Recorded Demo of #AI #Chatbot Disappoints.” #Tech #China #ChatGPT #ErnieBot #GPT4  https://t.co/o4MiuCg8AQ,ernie bot not yet perfect: plunges recorded demo disappoints.,0.4826086956521739,0.0,1.0,157,61,96
2023-01-23 13:35:07+00:00,ChatGPT,sadness,0.7581501007080078,@mrshowell24 Access to the internet and location-based information are big misses from #ChatGPT,access internet locationbased information big misses,0.55,0.0,1.0,95,52,43
2023-03-14 08:40:15+00:00,ChatGPT,sadness,0.4075258672237396,#Chatgpt knows a collab between @blkodyssy and @TheDangelo would be sick… with @questlove on drums of course https://t.co/aeIClK4VED,knows collab would sick drums course,0.4842105263157894,0.0,1.0,132,36,96
2023-01-07 13:37:03+00:00,ChatGPT,sadness,0.4884063005447387,"The AVATARY Vision

Our Avatars will be used as in-class digital teachers for a better education system, dealing with the global lack of qualified personnel. 

#AI #blockchain #education #teaching #ChatGPT https://t.co/iLRDXNoUd1","avatary vision avatars used inclass digital teachers better education system, dealing global lack qualified personnel.",0.6161290322580645,0.0,1.0,229,118,111
2023-02-08 13:19:01+00:00,ChatGPT,sadness,0.554286003112793,"On this 5kW inverter, it has a range of 60-145VDC meaning anything below wont function.

It's 48V battery input thus 4*12V battery will be the min for it to run.

#BoycottEquityBank #ChatGPT Nato 30 Jubelee MPs Safaricom Rigathi Gachagua Njugush Okello Max President William Ruto","5kw inverter, range 60145vdc meaning anything wont function. 48v battery input thus 412v battery min run. nato 30 jubelee mps safaricom rigathi gachagua njugush okello max president william ruto",0.7044444444444444,0.0,1.0,279,194,85
2022-12-03 14:24:18+00:00,ChatGPT,sadness,0.9506375193595886,My daughter just asked me why the elf on the shelf doesn't have a mommy. I didn't have the heart to tell her that elves are born from the tears of disappointed parents. #elfontheshelf #ChatGPT,daughter asked elf shelf mommy. heart tell elves born tears disappointed parents.,0.5709677419354838,0.0,1.0,192,81,111
2023-02-17 06:00:26+00:00,ChatGPT,sadness,0.6870924830436707,If @satyanadella can help @bing  to take over even 5% market share from @Google. He will go down as one of the best tech CEOs. Microsoft has done a great job in managing the narrative so far and Google has done equally worse in #ChatGPT saga.,help take even 5 market share . go one best tech ceos. microsoft done great job managing narrative far google done equally worse saga.,0.634090909090909,0.0,1.0,242,134,108
2023-02-05 05:00:08+00:00,ChatGPT,sadness,0.6376964449882507,A humourless budget: An HR complains to the FM #HumourlessBudget #Hr #HumourResource #BudgetReactions #VikramPoddar #EditorSPick #ExclusivePlus #UnionBudget2023 #CapitalExpenditure #ChatGPT  https://t.co/m3MGu8u1ek,humourless budget: hr complains fm,0.475,0.0,1.0,214,34,180
2023-04-05 14:37:15+00:00,ChatGPT,sadness,0.5417853593826294,"Could ChatGPT lay waste to millions of professional jobs, including journalists?

Not if they figure out their real value

#Robot #ChatGPT #AI #waste #professionaljobs #journalists #value
 https://t.co/Q3Aq0E8wjU via @WSJ","could chatgpt lay waste millions professional jobs, including journalists? figure real value via",0.6137931034482758,0.0,1.0,221,96,125
2023-03-18 21:25:53+00:00,ChatGPT,fear,0.6715413928031921,"I'm kind of horrified and excited to learn GPT4 is definitely better than me at both tailwind css and alpine.js 😬

#chatgpt #gpt4",kind horrified excited learn gpt4 definitely better tailwind css alpine.js,0.6181818181818182,0.0,1.0,129,74,55
2023-01-05 16:24:39+00:00,ChatGPT,fear,0.5631349086761475,"Could AI models take down the almighty Google? 🧠

Asking an AI model &amp; getting exactly what you want, could spell trouble for the search giant. 

AI models such as ChatGPT &amp; Stable Diffusion are strong signals for AI starting to eat software.

#ai #chatgpt #openai #Google https://t.co/WlleDuAUGR","could ai models take almighty google? asking ai model amp; getting exactly want, could spell trouble search giant. ai models chatgpt amp; stable diffusion strong signals ai starting eat software.",0.6926829268292682,0.0,1.0,304,195,109
