Date,Source,Emotion_Label,Emotion_Probability,Original_Tweet,Cleaned_Tweet,Similarity_Score,Original_Length,Cleaned_Length,Length_Difference
2023-03-19 21:09:58+00:00,ChatGPT,neutral,0.4084827303886413,"I think https://t.co/BYulsDXn7U domain name looks more attractive than https://t.co/Bi1naV5zpa  for AI-powered writing assistant tool, autocomplete suggestions and chatGPT business
#ai #typist #openai #ChatGPT #Domains #xyz #writingtool @Grammarly #AItool https://t.co/PgaNfKvYCg","think domain name looks attractive aipowered writing assistant tool, autocomplete suggestions chatgpt business",0.3870967741935484,279,110,169
2022-12-06 03:20:50+00:00,ChatGPT,neutral,0.4610127210617065,"@bierlingm @kirkouimet was searching for a different tweet, but i was just playing around w the #ChatGPT and happened to ask so here you go! https://t.co/0nj0DM3wAV if you wanna play around with it yourself! https://t.co/EKBITZww99","searching different tweet, playing around w happened ask go! wanna play around yourself!",0.375,231,88,143
2023-01-23 23:46:04+00:00,ChatGPT,neutral,0.8658290505409241,"@skdh Now that I'm intrigued, what do preferably check with #ChatGPT?","intrigued, preferably check",0.2727272727272727,69,27,42
2023-02-11 03:45:56+00:00,ChatGPT,neutral,0.6926164627075195,"Apparently just like a teen @OpenAI #ChatGPT doesn't acknowledge anything its parents say 😂 @miramurati Oh well, guess I'm going to have to go and look the old-fashioned way to see if she's said anything to inspire my #female #compsci #students. https://t.co/pIxz0nUs6J","apparently like teen acknowledge anything parents say oh well, guess going go look oldfashioned way see said anything inspire",0.4358974358974359,269,125,144
2023-03-16 13:22:12+00:00,ChatGPT,neutral,0.6912382245063782,"How can you protect your organization in a #ChatGPT world? #chatgpt4 
https://t.co/hQ9h8clxRG",protect organization world?,0.25,93,27,66
2023-01-30 19:19:26+00:00,ChatGPT,neutral,0.824649453163147,"How to use #chatGPT effectively?

Just ask the right question and you are good to go✌🏻 

If you are not satisfied with the provided answers by ChatGPT then type - “more”. It will provide you more relevant results 🚀

#ChatGPT4 #100Devs #DEVCommunity",use effectively? ask right question good go satisfied provided answers chatgpt type more. provide relevant results,0.358974358974359,248,114,134
2023-02-09 03:41:34+00:00,ChatGPT,neutral,0.5883495807647705,"Chatgpt is a killer to help increase the unit test coverage. Feed it the class and referenced class you want to test, it will show you the magic. #chatgpt","chatgpt killer help increase unit test coverage. feed class referenced class want test, show magic.",0.6086956521739131,154,99,55
2023-03-31 04:07:59+00:00,ChatGPT,neutral,0.523482620716095,News Alert! // https://t.co/WSCPLRFgYC // #AI #CHATGPT #SCIFI #NEWS,news alert!,0.25,67,11,56
2022-12-06 07:03:38+00:00,ChatGPT,neutral,0.5336472392082214,"Can a language model like #ChatGPT replace a web search engine like Google?

What Google are you referring to?

The answer box generator that spits out trivia and scraped Wikipedia? Sure.

The list of sources of opinions, details, and experiences? No way.

Just USE #ChatGPT 1 day","language model like replace web search engine like google? google referring to? answer box generator spits trivia scraped wikipedia? sure. list sources opinions, details, experiences? way. use 1 day",0.6829268292682927,280,198,82
2023-01-22 06:33:02+00:00,ChatGPT,neutral,0.8202840089797974,#ChatGPT #GenerativeAI #OpenAI MC Explains: Helpful resources on ChatGPT to get you started: Here is a list of resources that can get you started on your journey to becoming a ChatGPT pro. ChatGPT is poised to change how we work and when that … https://t.co/vJ5rhSubFB,mc explains: helpful resources chatgpt get started: list resources get started journey becoming chatgpt pro. chatgpt poised change work,0.4411764705882353,268,135,133
2023-02-04 14:41:46+00:00,ChatGPT,neutral,0.3733120858669281,"... Just like everyone in the SEO industry, I’ve been constantly playing with #ChatGPT in the last weeks. 

🔥 In this thread, I'm showing the limitations of using ChatGPT in #SEO.

Here are 7 SEO tasks where ChatGPT may not the best tool to use... ⬇️","like everyone seo industry, ive constantly playing last weeks. thread, showing limitations using chatgpt 7 seo tasks chatgpt may best tool use",0.45,250,142,108
2023-02-02 08:10:11+00:00,ChatGPT,neutral,0.3888410925865173,"#ChatGPT Plus, the ""pro version"", is announced. 
TLDR;

- Will cost $20/month
- Access to ChatGPT, even during peak times
- Faster response times
- Priority access to new features and improvements
- 1st available in the US. 
Waiting list in the link 👇

https://t.co/AIdY8Pgr5k","plus, pro version, announced. tldr; cost 20month access chatgpt, even peak times faster response times priority access new features improvements 1st available us. waiting list link",0.5526315789473685,276,180,96
2023-02-24 21:56:16+00:00,ChatGPT,neutral,0.5578362345695496,"Holly cow of the Andromeda galaxy, accept this offering of stardust and antimatter as a symbol of our humble appreciation for the spiritual wisdom you impart upon us. 

#scifi  #cosmicmoo #midjourney #ChatGPT https://t.co/9RBRhFCMaD","holly cow andromeda galaxy, accept offering stardust antimatter symbol humble appreciation spiritual wisdom impart upon us.",0.5333333333333333,232,123,109
2023-03-14 08:30:59+00:00,ChatGPT,neutral,0.5940696001052856,woah #ChatGPT is another level of AI man 😱😱😱,woah another level ai man,0.5555555555555556,44,25,19
2023-03-21 16:05:05+00:00,ChatGPT,neutral,0.8951934576034546,"LIVE on #TechstrongTV: @getpostman’s Kin Lane explains how generative artificial platforms (#AI) such as #ChatGPT may be more problematic than application #dev appreciate when they are used to help write #code.

Watch now: https://t.co/B5QWm2dPRF",live s kin lane explains generative artificial platforms may problematic application appreciate used help write watch now:,0.45714285714285713,246,122,124
2022-12-23 12:55:24+00:00,ChatGPT,neutral,0.711590051651001,"Enough has been written on #ChatGPT, but the most intriguing is whether it can replace search and dethrone 
@Google.

My take on it in the Mint column today: https://t.co/BlDF6P347i

#google #chatgpt3 #thetechwhisperer #jaspreetbindra https://t.co/Rm1WgYBBOY",enough written intriguing whether replace search dethrone . take mint column today:,0.34375,258,83,175
2023-02-21 13:31:45+00:00,ChatGPT,neutral,0.9285263419151306,"#chatGPT

""Changing ""Let's"" to ""Let's"" for consistency with the preceding sentence"" https://t.co/pTaNb2PP6q",changing lets lets consistency preceding sentence,0.14285714285714285,107,49,58
2023-03-28 10:57:28+00:00,ChatGPT,neutral,0.9264608025550842,"You can now create behavior and spawn ship with that behavior: https://t.co/pb357SfOJ2

https://t.co/JHre5Jqtrt

#AI #ChatGPT  #chatgpt4 #indiedev #gamedevelopment #gamedev",create behavior spawn ship behavior:,0.2631578947368421,172,36,136
2023-02-20 12:07:27+00:00,ChatGPT,neutral,0.8753319382667542,"𝗘𝗰𝗼𝗺𝗲𝗮𝗿𝗮- social media marketing and advertising agency- offers digital marketing, SEO, SMM and business development all in one place.
don't rely on #ChatGPT always trust your #guts 

#qoute #photogrid #ecomeara #socialmedia  #mondaythoughts #Mondayvibes #SEO #SMM https://t.co/nUE7MELCcg","social media marketing advertising agency offers digital marketing, seo, smm business development one place. rely always trust",0.4444444444444444,288,126,162
2023-01-22 11:23:33+00:00,ChatGPT,neutral,0.8651396632194519,If you’re old enough to “get this” then it might be true 😂📎🤖 @Microsoft #ChatGPT https://t.co/d2iaa1Q6xm,youre old enough get this might true,0.21052631578947367,104,36,68
2023-03-06 18:57:35+00:00,ChatGPT,neutral,0.7690569758415222,My thoughts exactly.... #ChatGPT https://t.co/ScgD6K1mn3,thoughts exactly,0.16666666666666666,56,16,40
2023-02-10 18:18:44+00:00,ChatGPT,neutral,0.9037674069404602,"If ChatGPT were a cat...
Check it out here https://t.co/Dj5eoKA0LS
🤣
#AI #ChatGPT https://t.co/zVX640bup6",chatgpt cat check,0.13333333333333333,105,17,88
2023-03-18 11:49:05+00:00,ChatGPT,neutral,0.4397266805171966,The constant argument about what chatbots will never do or how they are far from humans is kind of silly. Read my piece here ---&gt; https://t.co/mmAjopTvlB   #ChatGPT #chatgpt4 #ArtificialIntelligence,constant argument chatbots never far humans kind silly. read piece gt;,0.3333333333333333,201,70,131
2023-03-30 07:04:24+00:00,ChatGPT,neutral,0.868603527545929,"""Unlock the potential of AI tools and ChatGPT for People Leaders! Check out our latest blog post on Forbes to find out why we should be asking the right questions. #AI #ChatGPT #PeopleLeaders #Forbes"" https://t.co/flkT02wihQ""",unlock potential ai tools chatgpt people leaders! check latest blog post forbes find asking right questions.,0.4411764705882353,225,108,117
2022-12-10 00:46:26+00:00,ChatGPT,neutral,0.8684589862823486,"Beren and Luthien

Thumbs up.

#ChatGPT #OpenAI #Tolkien #JRRTolkien #NLProc https://t.co/f0za4jSl8W",beren luthien thumbs up.,0.36363636363636365,100,24,76
2023-02-12 00:53:18+00:00,ChatGPT,neutral,0.4827925264835357,"Just 24 hours ago, a certain Pallab G. started to sell for around $9  an automated workflow that includes #chatgpt. The unlisted video is in this tweet, at at the time of writing, had 4 views, including 3 of mine, https://t.co/hf4lnvEbL5","24 hours ago, certain pallab g. started sell around 9 automated workflow includes unlisted video tweet, time writing, 4 views, including 3 mine,",0.5641025641025641,237,144,93
2023-01-17 21:25:43+00:00,ChatGPT,neutral,0.8783104419708252,"ChatGPT is here to stay.

Athletes and coaches, with a bit of research, you can use it to create your professional website.

Developers, you have an assistant in hand.

#athlete #athletes #coach #coaches #developer #developers #ChatGPT","chatgpt stay. athletes coaches, bit research, use create professional website. developers, assistant hand.",0.38235294117647056,235,106,129
2022-12-16 12:56:17+00:00,ChatGPT,neutral,0.817537784576416,"Ok lets see If this works:
#OpenAI #ChatGPT #AI https://t.co/0ipQ9VjNr4",ok lets see works:,0.4,71,18,53
2023-04-02 02:49:13+00:00,ChatGPT,neutral,0.7641108632087708,How i use #chatgpt. #AI is changing my world for sure 😁 https://t.co/TyWbYIFzQN,use changing world sure,0.3076923076923077,79,23,56
2022-12-21 02:56:32+00:00,ChatGPT,neutral,0.7877479195594788,"If you read the blogpost and are interested in our CTO's thoughts on #ChatGPT and how he found using it for #ThreatIntel purposes, take a listen to the podcast.","read blogpost interested ctos thoughts found using purposes, take listen podcast.",0.35714285714285715,160,81,79
2023-02-27 12:35:38+00:00,ChatGPT,neutral,0.4242668151855469,"@ania_kubow Arguing with #ChatGPT...👀
and winning...",arguing winning,0.14285714285714285,52,15,37
2023-03-16 04:44:59+00:00,ChatGPT,neutral,0.6112168431282043,ChatGPT Or Stack Overflow #developers #ChatGPT,chatgpt stack overflow,0.5,46,22,24
2023-02-10 12:56:02+00:00,ChatGPT,neutral,0.4652577936649322,"#Microsoft to demo its new #ChatGPT-like AI in Word, PowerPoint, and Outlook soon: CEO Satya Nadella wants the software giant to push hard on AI, so #Microsoft is gearing up for a year of AI announcements. Microsoft is getting ready to demonstrate how… https://t.co/Hd6txtAXer","demo new ai word, powerpoint, outlook soon: ceo satya nadella wants software giant push hard ai, gearing year ai announcements. microsoft getting ready demonstrate how",0.575,276,167,109
2023-03-08 18:34:52+00:00,ChatGPT,neutral,0.4907779395580292,"The False Promise of #ChatGPT
https://t.co/Sw1JfWHFgm via @ChomskyQuuotes",false promise via,0.375,73,17,56
2023-03-05 07:06:39+00:00,ChatGPT,neutral,0.483392059803009,"The average temperature at the South Pole is -49°C (-56°F) in winter and -27°C (-17°F) in summer.

#ChatGPT",average temperature south pole 49c 56f winter 27c 17f summer.,0.3,107,61,46
2023-03-23 04:54:15+00:00,ChatGPT,neutral,0.878231942653656,"@opera  is integrating #AI Prompts and popular GPT-based services #ChatGPT and ChatSonic into Opera and Opera GX, enabling users to harness AI-generated content (AIGC) tools within the browsers.","integrating prompts popular gptbased services chatsonic opera opera gx, enabling users harness aigenerated content aigc tools within browsers.",0.5,194,142,52
2023-01-24 08:21:37+00:00,ChatGPT,neutral,0.9552807807922364,@satoshibaggins In 2023 we simply ask the oracle #chatgpt 🤪 https://t.co/KIAlgLnIlC,2023 simply ask oracle,0.36363636363636365,83,22,61
2023-01-29 19:49:10+00:00,ChatGPT,neutral,0.6018418669700623,"Request Your Free Risk Report. Know your organization's cybersecurity risk today.
https://t.co/EQoIzZCbAH

#cryptocurrencies #MachineLearning #AI #Python #DeepLearning #100DaysOfCode #fintech #nocode #bitcoin #cybersecurity #cybersecurite #inSurTech #ChatGPT https://t.co/2NFb4XHCOP",request free risk report. know organizations cybersecurity risk today.,0.28,282,70,212
2023-02-16 23:02:34+00:00,ChatGPT,neutral,0.7307961583137512,"Alright @chichionuah - I put #ChatGPT to the test to see if they could come up with better #Marvel x #shakespeare parallels…
Some interesting thoughts in here but overall I think we did a WAY better job. https://t.co/iYAxfyQDp0",alright put test see could come better x parallels interesting thoughts overall think way better job.,0.3888888888888889,227,101,126
2023-03-03 18:46:04+00:00,ChatGPT,neutral,0.7721046209335327,"💡 #ChatGPT / #Bing tip of the day! 

How to create a content calendar for your blog  📆
---------------
✏️ Sample prompt:
Create a content calendar with six blog titles, including the keyword [ADD TOPIC]. Pick suitable publishing dates for each guide spread across March 2023. 👇","tip day! create content calendar blog sample prompt: create content calendar six blog titles, including keyword add topic. pick suitable publishing dates guide spread across march 2023.",0.5,277,185,92
2023-01-11 23:43:24+00:00,ChatGPT,neutral,0.8996184468269348,#ChatGPT Writes a Mint Mobile #Ad  https://t.co/8qtszfFufT,writes mint mobile,0.42857142857142855,58,18,40
2023-01-15 00:42:45+00:00,ChatGPT,neutral,0.462128221988678,"#ChatGPT test.....

Me: 'random thought to post to twitter'

ChatGPT:  'Life is a journey, not a destination. Embrace the ride and make the most of every moment #motivation #lifeadvice'","test me: random thought post twitter chatgpt: life journey, destination. embrace ride make every moment",0.36666666666666664,185,103,82
2023-04-03 00:23:46+00:00,ChatGPT,neutral,0.6093891263008118,"Preview release of #ChatGPT shows potential of #ArtificialIntelligence

@GlenGilmore @DrJDrooghaag @SpirosMargaris @JimHarris @nigewillson @LindaGrass0 @BetaMoroney 

#chatgpt #intelligence #language #ai #computer #technology #development #processing 

https://t.co/7EMPHyXpQY",preview release shows potential,0.18181818181818182,276,31,245
2023-02-21 07:34:30+00:00,ChatGPT,neutral,0.8859671354293823,"Type https://t.co/2HA88Ebk7I in your search bar and you go straight to ChatGPT.

$$$$$$$$$$$$$$$$$$$$$$$$

#chatgpt #AI",type search bar go straight chatgpt.,0.4,119,36,83
2023-03-11 20:34:13+00:00,ChatGPT,neutral,0.5249657034873962,"#artificialintellegence #ChatGPT 

Part 2 And Nvidia are looking to incorporate photonics into their chip design. The 2N mode will be available around 2025-2025, as will GPT-5. Even the new H100 system boost 4N, so we can see out to around 2025.","part 2 nvidia looking incorporate photonics chip design. 2n mode available around 20252025, gpt5. even new h100 system boost 4n, see around 2025.",0.5128205128205128,245,145,100
2023-03-25 03:01:28+00:00,ChatGPT,neutral,0.8276728987693787,My lab has so much R code that could potentially work better in Python. This looks like one of the key applications of #chatgpt in bioinformatics.,lab much r code could potentially work better python. looks like one key applications bioinformatics.,0.625,146,101,45
2023-02-05 16:48:50+00:00,ChatGPT,surprise,0.3594802021980285,That moment when you discover that #ChatGPT lies,moment discover lies,0.42857142857142855,48,20,28
2023-02-24 02:48:07+00:00,ChatGPT,surprise,0.6506717801094055,"Something like #ChatGPT, will someday be the calculator I used to do my first grade homework. I soon learned that I couldn’t be too perfect. So, I did the math first, then checked myself. Left a few wrong, but understood why. Me and this https://t.co/2XqEaxddVh…","something like someday calculator used first grade homework. soon learned couldnt perfect. so, math first, checked myself. left wrong, understood why.",0.4878048780487805,262,150,112
2023-03-29 11:55:10+00:00,ChatGPT,surprise,0.4414668679237366,"AI WORLD CONGRESS 2023!
https://t.co/0TcEsmVZz4
June 7-8. London. Book Now
https://t.co/0TcEsmVZz4

#ai #artificialintelligence #bigdata #machinelearning
#edgecomputing #quantumcomputing #metaverse 
#openai #robotics #robots #iot #aiot  #internetofthings #5G #AR #web3 #chatgpt https://t.co/phuxVLNl1p",ai world congress 2023! june 78. london. book,0.2413793103448276,301,45,256
2023-02-16 22:09:24+00:00,ChatGPT,surprise,0.5784996151924133,"More on #AI, #ChatGPT and the law?  YES! Interesting discussion here... https://t.co/TAZUtLUi24",law? yes! interesting discussion here,0.3076923076923077,95,37,58
2023-02-07 02:43:45+00:00,ChatGPT,surprise,0.6987455487251282,"The #AI competition is getting more intense now. Is it going to be #chatgpt vs #bard ? 
#ChatGPT got 100 million users in 5 days, can #BardAI cross this magic number ? @Microsoft @satyanadella vs @Google @sundarpichai","competition getting intense now. going vs ? got 100 million users 5 days, cross magic number ? vs",0.48484848484848486,217,97,120
2022-12-09 09:09:41+00:00,ChatGPT,surprise,0.4941562116146087,"#ChatGPT is amazing, can't wait to see it being used more often","amazing, cant wait see used often",0.38461538461538464,63,33,30
2022-12-05 14:15:52+00:00,ChatGPT,surprise,0.4771404862403869,"gm to @relationlabs Twitter fam! 
Would you like to #chatGPT on Relation ONE with Relation Bot?
#web3chat @sama",gm twitter fam! would like relation one relation bot?,0.5,111,53,58
2023-01-22 18:00:01+00:00,ChatGPT,surprise,0.9839506149291992,"I used #ChatGPT recently to summarize a research paper about Zero-Shot Dense Retrieval. 

It’s related to information retrieval. 

I was astonished by its capabilities. 

Yet again.

A thread 🧵",used recently summarize research paper zeroshot dense retrieval. its related information retrieval. astonished capabilities. yet again. thread,0.5769230769230769,193,142,51
2023-02-09 02:57:26+00:00,ChatGPT,surprise,0.4965737760066986,"📕 1000s: People collect &amp; read books
🔎 2000s: People search w/ Yahoo, Google
🤖 2020s: People need to ask right questions (to GPT)
👉Learn to ask now!

🤪How do you think about the age of GPT4 ingress w/ realtime Bing? 😱
#buildinpublic #ChatGPT 
https://t.co/Btww8ZO4RL","1000s: people collect amp; read books 2000s: people search w yahoo, google 2020s: people need ask right questions to gpt learn ask now! how think age gpt4 ingress w realtime bing?",0.4888888888888889,270,179,91
2023-03-04 09:20:21+00:00,ChatGPT,surprise,0.342181384563446,Thinking about creating a dark academia video made from music solely composed by #ChatGPT ... https://t.co/FJyfUXoA0e,thinking creating dark academia video made music solely composed,0.5625,117,64,53
2023-02-11 21:00:11+00:00,ChatGPT,surprise,0.7581062316894531,"@daniel_wwf The Economist 2023-02-11: “Many things that people use search engines for today, in short, can be done better with chatbots” #ChatGPT https://t.co/rnsGJBW8OT","economist 20230211: many things people use search engines today, short, done better chatbots",0.38461538461538464,169,92,77
2023-02-08 12:33:27+00:00,ChatGPT,surprise,0.5705081820487976,"ChatGPT has set a benchmark for generative AI tools. Countless ""how to effectively use"" guides are floating around. But are we only  talking about it more than using it for real? How many of you actively use ChatGPT? 🤔 Let's find out!
#ai #chatgpt #gpt #…https://t.co/xnDMtVXrOH",chatgpt set benchmark generative ai tools. countless how effectively use guides floating around. talking using real? many actively use chatgpt? lets find out!,0.4772727272727273,278,158,120
2023-02-03 00:23:26+00:00,ChatGPT,surprise,0.895559549331665,"Are you #uiux designer?

Here is #ChatGPT for you.

https://t.co/WCL61G1Mk8

#ui #ux #figma #adobexd",designer? you.,0.14285714285714285,100,14,86
2023-04-04 07:29:17+00:00,ChatGPT,surprise,0.98187917470932,"Banning ChatGPT in countries in order to safety/security issues.

Not shocked at all. 👀

#ai #chatgpt #ban",banning chatgpt countries order safetysecurity issues. shocked all.,0.4117647058823529,106,67,39
2022-12-09 23:36:26+00:00,ChatGPT,surprise,0.9800900220870972,"Ok, I am deeply impressed. It designs screens in Ascii art.

#ChatGPT https://t.co/S5sS2XQ4As","ok, deeply impressed. designs screens ascii art.",0.5384615384615384,93,48,45
2023-01-10 07:59:38+00:00,ChatGPT,surprise,0.6908807754516602,People are so excited about #ChatGPT. Yes it is interesting. Large models huge computer power. Are we on the right path?,people excited yes interesting. large models huge computer power. right path?,0.55,120,77,43
2023-02-08 01:08:53+00:00,ChatGPT,surprise,0.9383783340454102,"Anybody else who noticed this strange title Bing displays for ChatGPT?

Does anybody know the story behind boyz o boyz?

Oh boy!

#ai #chatgpt #openai #bing https://t.co/K6f1J098ea",anybody else noticed strange title bing displays chatgpt? anybody know story behind boyz boyz? oh boy!,0.5769230769230769,180,102,78
2023-01-07 12:31:20+00:00,ChatGPT,surprise,0.7978657484054565,"Is ChatGPT really useful? 

#ChatGPT #AI",chatgpt really useful?,0.5,40,22,18
2023-03-20 19:33:12+00:00,ChatGPT,surprise,0.4167002737522125,#chatGPT is down! 😟,down!,0.25,19,5,14
2023-01-14 16:08:48+00:00,ChatGPT,surprise,0.5197005271911621,#ai #python #chatgpt Found CHATgpt and I believe that we are in the verge of a new frontier. I've created an app combining both Python and CHATgpt that demonstrate this new searching power for the Internet. Click here to read the article... https://t.co/3FTmc5DftB,found chatgpt believe verge new frontier. created app combining python chatgpt demonstrate new searching power internet. click read article,0.42105263157894735,264,139,125
2023-03-13 22:22:31+00:00,ChatGPT,surprise,0.6754630208015442,"Prompt engineers how do you deal with offers like this?😩
I just can't 😂

#LLMs #promptengineering #promptengineers #promptdesign #ChatGPT #ChatGPT4 https://t.co/ufXB4IANma",prompt engineers deal offers like this? cant,0.21739130434782608,171,44,127
2023-03-31 16:52:22+00:00,ChatGPT,surprise,0.6816569566726685,@rowancheung I asked ChatGPT to give me ASCII art of a woman and I’m pretty certain it gave me the middle finger. 😒 #ChatGPT https://t.co/Z04gYlueDj,asked chatgpt give ascii art woman im pretty certain gave middle finger.,0.44,148,72,76
2023-02-25 12:33:16+00:00,ChatGPT,surprise,0.6390917897224426,"There are several factors that have contributed to the increasing number of Indian-origin leaders becoming CEOs of global companies:
#ChatGPT
2/n",several factors contributed increasing number indianorigin leaders becoming ceos global companies: 2n,0.45454545454545453,145,101,44
2023-04-02 04:09:57+00:00,ChatGPT,surprise,0.543197512626648,"Chat GPT reveals “The Best Football 11 Of All Time”

Do you agree?
#ArtificialIntelligence  #ChatGPT #chatgpt4 #football https://t.co/L6PW25dg7y",chat gpt reveals the best football 11 time agree?,0.35,144,49,95
2023-02-20 01:18:05+00:00,ChatGPT,surprise,0.7377496957778931,"If AI can pass the USMLE, what are we really testing? Applicants are more than just their scores. We need to highlight positive leaders and thinkers in the application process, and not disregard people based on a one day exam AI can even pass. #ChatGPT","ai pass usmle, really testing? applicants scores. need highlight positive leaders thinkers application process, disregard people based one day exam ai even pass.",0.5641025641025641,252,161,91
2023-01-20 16:36:49+00:00,ChatGPT,surprise,0.647699773311615,"It's Friday evening, what was I expecting 🤦‍♂️ 
#chatgpt https://t.co/YyvOOkH7iv","friday evening, expecting",0.3,80,25,55
2023-02-03 11:50:10+00:00,ChatGPT,surprise,0.4894378185272217,"Nothing stays on top forever, not even #ChatGPT! Our recent thought leadership discussed its skillset, but ChatGPT is already usurped by greater knowledge &amp; faster processing powers. #ChatSonic is techs hottest new property – for now… @analyticsinme https://t.co/m5xcqa0QtU","nothing stays top forever, even recent thought leadership discussed skillset, chatgpt already usurped greater knowledge amp; faster processing powers. techs hottest new property now",0.5641025641025641,277,181,96
2023-02-08 11:12:00+00:00,ChatGPT,surprise,0.6336053013801575,"#RSS3 has announced the launch of a new product, #Hootdotit, which is similar to #ChatGPT and is designed for searching the open web. In the past 4 hours, $RSS3 has risen by 39%. Will you try that? 😉 https://t.co/wfiHE5rvXa","announced launch new product, similar designed searching open web. past 4 hours, rss3 risen 39. try that?",0.40540540540540543,223,105,118
2023-01-07 04:02:51+00:00,ChatGPT,surprise,0.9799370169639589,"If @friedberg thinks @OpenAI, #ChatGPT is a 10x 300b company at some point, I wonder what that means for the value of @PalantirTech $pltr a company that has a partnership with OpenAI and could easily integrate GPT products into the entire #Foundry stack, thoughts? @CodeStrap411","thinks , 10x 300b company point, wonder means value pltr company partnership openai could easily integrate gpt products entire stack, thoughts?",0.42857142857142855,278,143,135
2023-01-02 15:10:00+00:00,ChatGPT,surprise,0.5014446973800659,Did you know that the average American household uses more energy in a year than the entire population of a small country like Haiti or Afghanistan? It's time to prioritize energy efficiency and renewable sources to reduce our impact on the planet #sustainability #energy #chatgpt,know average american household uses energy year entire population small country like haiti afghanistan? time prioritize energy efficiency renewable sources reduce impact planet,0.55,280,177,103
2023-02-21 19:21:37+00:00,ChatGPT,surprise,0.8298342823982239,"Is #ChatGPT or other #AI #LLM's coming for your job? 
#AI #disruption",coming job?,0.18181818181818182,69,11,58
2022-12-13 07:59:56+00:00,ChatGPT,surprise,0.5469006896018982,Everyone is posting #ChatGPT screenshots like we can't just ask it our own our profound things. https://t.co/5bSbt6bXDp,everyone posting screenshots like cant ask profound things.,0.4117647058823529,119,59,60
2023-02-04 23:50:16+00:00,ChatGPT,surprise,0.9375556707382202,"omg, i just solved #colorblindness - thanks #chatgpt! https://t.co/D7kq8u4dfs","omg, solved thanks",0.3333333333333333,77,18,59
2022-12-21 05:25:57+00:00,ChatGPT,surprise,0.7214221954345703,@katiehobbs Has anyone asked #ChatGPT who won Arizona election?,anyone asked arizona election?,0.4444444444444444,63,30,33
