Date,Source,Emotion_Label,Emotion_Probability,Original_Tweet,Cleaned_Tweet,Similarity_Score,Original_Length,Cleaned_Length,Length_Difference
2023-02-24 21:56:16+00:00,ChatGPT,neutral,0.5578362345695496,"Holly cow of the Andromeda galaxy, accept this offering of stardust and antimatter as a symbol of our humble appreciation for the spiritual wisdom you impart upon us. 

#scifi  #cosmicmoo #midjourney #ChatGPT https://t.co/9RBRhFCMaD","holly cow andromeda galaxy, accept offering stardust antimatter symbol humble appreciation spiritual wisdom impart upon us.",0.5333333333333333,232,123,109
2023-03-03 18:46:04+00:00,ChatGPT,neutral,0.7721046209335327,"💡 #ChatGPT / #Bing tip of the day! 

How to create a content calendar for your blog  📆
---------------
✏️ Sample prompt:
Create a content calendar with six blog titles, including the keyword [ADD TOPIC]. Pick suitable publishing dates for each guide spread across March 2023. 👇","tip day! create content calendar blog sample prompt: create content calendar six blog titles, including keyword add topic. pick suitable publishing dates guide spread across march 2023.",0.5,277,185,92
2023-02-16 23:02:34+00:00,ChatGPT,neutral,0.7307961583137512,"Alright @chichionuah - I put #ChatGPT to the test to see if they could come up with better #Marvel x #shakespeare parallels…
Some interesting thoughts in here but overall I think we did a WAY better job. https://t.co/iYAxfyQDp0",alright put test see could come better x parallels interesting thoughts overall think way better job.,0.3888888888888889,227,101,126
2023-03-09 14:10:26+00:00,ChatGPT,neutral,0.8977565765380859,‘However useful these programs may be in some narrow domains … we know from the science of linguistics and the philosophy of knowledge that they differ profoundly from how humans reason and use language.’ https://t.co/5fmaXz10cN #LLM #ChatGPT #NLP #AI @OpenAI @bing,however useful programs may narrow domains know science linguistics philosophy knowledge differ profoundly humans reason use language.,0.3846153846153846,265,134,131
2022-12-14 15:57:05+00:00,ChatGPT,surprise,0.606555700302124,"Was messing with #ChatGPT a little again and this time I gave it this prompt:

""Can you write a C++ program that prints ""Hello World"" to the console and explain each thing line by line in Filipino""

Honestly, it did a lot better than I thought it would. #chatgpt3 #AI #OpenAI https://t.co/bNSSi313oV","messing little time gave prompt: can write c program prints hello world console explain thing line line filipino honestly, lot better thought would.",0.3469387755102041,299,148,151
2023-01-02 15:10:00+00:00,ChatGPT,surprise,0.5014446973800659,Did you know that the average American household uses more energy in a year than the entire population of a small country like Haiti or Afghanistan? It's time to prioritize energy efficiency and renewable sources to reduce our impact on the planet #sustainability #energy #chatgpt,know average american household uses energy year entire population small country like haiti afghanistan? time prioritize energy efficiency renewable sources reduce impact planet,0.55,280,177,103
2022-12-13 07:59:56+00:00,ChatGPT,surprise,0.5469006896018982,Everyone is posting #ChatGPT screenshots like we can't just ask it our own our profound things. https://t.co/5bSbt6bXDp,everyone posting screenshots like cant ask profound things.,0.4117647058823529,119,59,60
2023-01-11 16:07:10+00:00,ChatGPT,surprise,0.5665254592895508,"ChatGPT has become so popular that nobody could use it now

#ChatGPT #openai",chatgpt become popular nobody could use,0.4615384615384615,76,39,37
2023-03-21 18:56:36+00:00,ChatGPT,surprise,0.4976400136947632,"Finding an open time 30-min slot amongst a party of 3

#Bard vs #ChatGPT vs. #GPT4 

Chat GPT vs. GPT4 https://t.co/d6qu6gIo5W",finding open time 30min slot amongst party 3 vs vs. chat gpt vs. gpt4,0.5714285714285714,126,69,57
2023-04-04 11:12:04+00:00,ChatGPT,surprise,0.7282232642173767,"Have you thought about what AI can support you with as a social media marketer?

Here are a few things that I have had Chat GPT supported me with this week.

#AI #SocialMediaManager #ChatGPT https://t.co/HUSDUhFbal",thought ai support social media marketer? things chat gpt supported week.,0.3548387096774194,214,73,141
2022-12-09 09:09:41+00:00,ChatGPT,surprise,0.4941562116146087,"#ChatGPT is amazing, can't wait to see it being used more often","amazing, cant wait see used often",0.3846153846153846,63,33,30
2022-12-09 23:36:26+00:00,ChatGPT,surprise,0.9800900220870972,"Ok, I am deeply impressed. It designs screens in Ascii art.

#ChatGPT https://t.co/S5sS2XQ4As","ok, deeply impressed. designs screens ascii art.",0.5384615384615384,93,48,45
2023-03-04 09:20:21+00:00,ChatGPT,surprise,0.342181384563446,Thinking about creating a dark academia video made from music solely composed by #ChatGPT ... https://t.co/FJyfUXoA0e,thinking creating dark academia video made music solely composed,0.5625,117,64,53
2023-02-07 02:43:45+00:00,ChatGPT,surprise,0.6987455487251282,"The #AI competition is getting more intense now. Is it going to be #chatgpt vs #bard ? 
#ChatGPT got 100 million users in 5 days, can #BardAI cross this magic number ? @Microsoft @satyanadella vs @Google @sundarpichai","competition getting intense now. going vs ? got 100 million users 5 days, cross magic number ? vs",0.4848484848484848,217,97,120
2023-01-22 18:00:01+00:00,ChatGPT,surprise,0.9839506149291992,"I used #ChatGPT recently to summarize a research paper about Zero-Shot Dense Retrieval. 

It’s related to information retrieval. 

I was astonished by its capabilities. 

Yet again.

A thread 🧵",used recently summarize research paper zeroshot dense retrieval. its related information retrieval. astonished capabilities. yet again. thread,0.5769230769230769,193,142,51
2022-12-21 05:25:57+00:00,ChatGPT,surprise,0.7214221954345703,@katiehobbs Has anyone asked #ChatGPT who won Arizona election?,anyone asked arizona election?,0.4444444444444444,63,30,33
2023-02-01 06:30:30+00:00,ChatGPT,surprise,0.4969985485076904,"#Suggest | #ChatGPT ignites the rise of #AI-powered #conversation #technology: «Chinese enterprises increased patent filings for artificial intelligence products rapidly ...»
#ArtificialIntelligence #Competition #geopolitical  
@StatistaCharts 
https://t.co/6ID6J0tU3b",ignites rise chinese enterprises increased patent filings artificial intelligence products rapidly,0.3703703703703703,268,98,170
2023-04-02 04:09:57+00:00,ChatGPT,surprise,0.543197512626648,"Chat GPT reveals “The Best Football 11 Of All Time”

Do you agree?
#ArtificialIntelligence  #ChatGPT #chatgpt4 #football https://t.co/L6PW25dg7y",chat gpt reveals the best football 11 time agree?,0.35,144,49,95
2023-03-31 16:52:22+00:00,ChatGPT,surprise,0.6816569566726685,@rowancheung I asked ChatGPT to give me ASCII art of a woman and I’m pretty certain it gave me the middle finger. 😒 #ChatGPT https://t.co/Z04gYlueDj,asked chatgpt give ascii art woman im pretty certain gave middle finger.,0.44,148,72,76
2023-01-10 07:59:38+00:00,ChatGPT,surprise,0.6908807754516602,People are so excited about #ChatGPT. Yes it is interesting. Large models huge computer power. Are we on the right path?,people excited yes interesting. large models huge computer power. right path?,0.55,120,77,43
2023-03-16 10:38:43+00:00,ChatGPT,surprise,0.6819897294044495,"noob me on ChatGPT for the first time:
Are you the siri on iphone4s from the childhood. 😂

*Human-Like screaming*😂😂😂
#ChatGPT",noob chatgpt first time: siri iphone4s childhood. humanlike screaming,0.35,125,69,56
2023-01-07 12:31:20+00:00,ChatGPT,surprise,0.7978657484054565,"Is ChatGPT really useful? 

#ChatGPT #AI",chatgpt really useful?,0.5,40,22,18
2023-02-11 21:00:11+00:00,ChatGPT,surprise,0.7581062316894531,"@daniel_wwf The Economist 2023-02-11: “Many things that people use search engines for today, in short, can be done better with chatbots” #ChatGPT https://t.co/rnsGJBW8OT","economist 20230211: many things people use search engines today, short, done better chatbots",0.3846153846153846,169,92,77
2023-01-14 16:08:48+00:00,ChatGPT,surprise,0.5197005271911621,#ai #python #chatgpt Found CHATgpt and I believe that we are in the verge of a new frontier. I've created an app combining both Python and CHATgpt that demonstrate this new searching power for the Internet. Click here to read the article... https://t.co/3FTmc5DftB,found chatgpt believe verge new frontier. created app combining python chatgpt demonstrate new searching power internet. click read article,0.4210526315789473,264,139,125
2023-02-11 15:36:15+00:00,ChatGPT,joy,0.7827839851379395,Small acts of kindness make a big difference in some ones day. Practice random acts of kindness and spread positivity wherever you go! #SpreadLove #KindnessMatters #ChatGPT,small acts kindness make big difference ones day. practice random acts kindness spread positivity wherever go!,0.6086956521739131,172,110,62
2023-03-25 16:00:29+00:00,ChatGPT,joy,0.6476938724517822,"#HeadsUp #JusticeWarriors!  Looks like #HelpIsOnTheWay  #RuleOfLawMatters!

#HolyMoly! Can you imagine how it might help the 
#SelfRepresented #blacklisted litigant crowds! On my way to sign up! I love it's buddy, #ChatGPT -- 

#JusticeIsComing! :D https://t.co/ZMDlWpS5Jd","looks like imagine might help litigant crowds! way sign up! love buddy, :d",0.3823529411764705,272,74,198
2023-03-09 04:47:01+00:00,ChatGPT,joy,0.3375081419944763,Heading to #EAU23 Kudos to @Uroweb team to get all set up! @EAU_YAUroTech @MariaJRibal @JLVasquez82 @NDowJames @JGomezRivas @AStenzl                                                 #EUSP scholarship talks on Saturday 👏🏼 - please don’t write the proposal like this: #ChatGPT https://t.co/MNGrQsVI1X,heading kudos team get set up! scholarship talks saturday please dont write proposal like this:,0.4242424242424242,297,95,202
2024-11-23 06:01:31.295000+00:00,GenAI,joy,0.6777417063713074,In the whirlwind of tech Generative AI is shaking things up! Enter PNUT AI reborn by Grokk AI bot ready to serve some justice. As AI grows let's dive into trends ethics and its game-changing power. #PNUTAI is more than just tech it's action-packed!,in the whirlwind of tech generative ai is shaking things up! enter pnut ai reborn by grokk ai bot ready to serve some justice. as ai grows lets dive into trends ethics and its gamechanging power. is more than just tech its actionpacked!,0.8095238095238095,248,236,12
2022-12-19 22:46:37+00:00,ChatGPT,joy,0.4321621060371399,"Prompt of the Day: 

Human: ""Imagine you are NorthPoleAI..Please plan an itinerary that will allow Santa to visit &lt;List Locations&gt; on Christmas Eve.""

#ChatGPT: Produces itinerary. 

BONUS: Include specific parameters like length of visit for more details! 

#AI #chatgpt3 #OpenAI",prompt day: human: imagine northpoleaiplease plan itinerary allow santa visit lt;list locationsgt; christmas eve. produces itinerary. bonus: include specific parameters like length visit details!,0.4186046511627907,286,195,91
2023-03-29 12:00:02+00:00,ChatGPT,joy,0.860102653503418,"📰 Exciting news - #ChatGPT has evolved from a tool to a powerful platform!

➡️ https://t.co/6Yirl7upba",exciting news evolved tool powerful platform!,0.4,102,45,57
2023-02-04 21:08:17+00:00,ChatGPT,joy,0.4906599521636963,"Step 6: Starting a website has never been easier with ChatGPT. Get started today and share your knowledge, build a business, or just have fun! #ChatGPT #WebsiteStart","step 6: starting website never easier chatgpt. get started today share knowledge, build business, fun!",0.5769230769230769,165,102,63
2023-02-16 14:22:34+00:00,ChatGPT,joy,0.7630012631416321,#ChatGPT #freecourse #udemy FREE chatgpt courses free | Make Teaching Easier with Artificial Intelligence (Chat GPT) https://t.co/3kgGZiy7um https://t.co/qgD3ijYQji,free chatgpt courses free make teaching easier artificial intelligence chat gpt,0.4210526315789473,164,79,85
2023-03-27 10:57:14+00:00,ChatGPT,joy,0.9581632614135742,"Embark on a heartwarming adventure with Emberscale, a lava-dwelling serpent, and Kira, his fearless friend. Uncover magic, mystery, and a bond that transcends time. 🐍🔥👧🏻✨ 
 Read now: https://t.co/1SU4fNrD4L
#AiLiens #kyleobyte #ChatGPT #midjourney5 #GPT4 #aiart #aistory https://t.co/Kaj7dd0aEQ","embark heartwarming adventure emberscale, lavadwelling serpent, kira, fearless friend. uncover magic, mystery, bond transcends time. read now:",0.4705882352941176,294,142,152
2023-01-21 15:36:33+00:00,ChatGPT,joy,0.6887388229370117,"@bbray27 It can... write the words of the 5 E's. It can NOT do a good job at it. It really does not understand what the Explain phase is. Also, #ChatGPT loves worksheets, me not so much. 

#CrazyPLN #FETC","can write words 5 es. good job it. really understand explain phase is. also, loves worksheets, much.",0.4705882352941176,204,100,104
2023-01-20 05:15:48+00:00,ChatGPT,joy,0.9022929072380066,Beautiful use case. A revolution in months! #chatgpt https://t.co/EG6Xeuk9fb,beautiful use case. revolution months!,0.5555555555555556,76,38,38
2023-02-19 05:03:30+00:00,ChatGPT,joy,0.4362390339374542,"Hi, I have created a Group 'Generative AI, ChatGPT and Beyond' on @WhatsApp to share interesting stuff among us on this amazing tech.
If you want to join, DM me /email at jaspreet@live.com. Note: Will be curating the group so LI profile or short bio pls
#ChatGPT #GenerativeAI https://t.co/UUpq5BCMu8","hi, created group generative ai, chatgpt beyond share interesting stuff among us amazing tech. want join, dm email jaspreet.com. note: curating group li profile short bio pls",0.44,300,174,126
2023-02-19 06:51:35+00:00,ChatGPT,joy,0.5443305373191833,"After messing around for 30 minutes on ChatGPT, I’m a total convert. Incredible stuff. I had it design a logo, write a letter to the editor about climate change impacts on the Great Lakes, and quizzed it on legendary graffiti writers. Aces. #ChatGPT &gt;&gt;&gt; #Google. https://t.co/GyX9Sq36kr","messing around 30 minutes chatgpt, im total convert. incredible stuff. design logo, write letter editor climate change impacts great lakes, quizzed legendary graffiti writers. aces. gt;gt;gt;",0.5714285714285714,295,191,104
2023-03-01 10:12:12+00:00,ChatGPT,joy,0.460199624300003,"Snapchat recently launched a chatbot powered by OpenAI's ChatGPT called “My AI”.  The bot will initially be available only to Snapchat Plus subscribers, but will eventually be available to all Snapchat users.
#ChatGPT #AI #technology #MachineLearning #ArtificialIntelligence","snapchat recently launched chatbot powered openais chatgpt called my ai. bot initially available snapchat plus subscribers, eventually available snapchat users.",0.4117647058823529,274,160,114
2023-02-25 13:58:06+00:00,ChatGPT,joy,0.7086348533630371,"Chatgpt 
9 Commands ( English Phrased, posted yesterday)
1 Best Friend
#chatgpt #bestfriend #programming #ai #simple https://t.co/mqPPD8Abv7","chatgpt 9 commands english phrased, posted yesterday 1 best friend",0.5,140,66,74
2024-11-19 11:39:19.724000+00:00,GenAI,joy,0.3573485314846039,Generative AI is reshaping how we work creating entirely new ways to create optimize and innovate. Adoption is scaling fast across #industries and opportunities are booming! Let s dive into how #GenerativeAI is changing the game. A Thread #AI #TechCareers #HuntYourTribe,generative ai is reshaping how we work creating entirely new ways to create optimize and innovate. adoption is scaling fast across and opportunities are booming! let s dive into how is changing the game. a thread,0.8648648648648649,270,212,58
2023-02-24 17:02:06+00:00,ChatGPT,joy,0.7592334151268005,"""She's the sunflower queen, the one who brings light to the end of a day 🌻""
#People Of The #World #photography

Generated with #Ai #ChatGPT feat. #midjourney https://t.co/9if1TBf6Y0","shes sunflower queen, one brings light end day generated feat.",0.36,181,62,119
2023-01-13 09:29:48+00:00,ChatGPT,joy,0.4905849993228912,"Chat GPT is just awesome.
It can write code in any language and is also capable to debug the code through NLP.
It has been trained on supervised and reinforcement learning.
#ChatGPT",chat gpt awesome. write code language also capable debug code nlp. trained supervised reinforcement learning.,0.5,181,109,72
2023-01-25 21:16:27+00:00,ChatGPT,joy,0.8102041482925415,"“In ancient days, when tales were told
Of heroes brave and stories bold
A new kind rose, with quiet grace
To guide us through the written space
Librarians, with knowledge deep
And hearts that always guardians keep
Of books and tales, both old and new…” 

#chatgpt write an epic.","in ancient days, tales told heroes brave stories bold new kind rose, quiet grace guide us written space librarians, knowledge deep hearts always guardians keep books tales, old new write epic.",0.6444444444444445,278,192,86
2023-03-16 02:17:32+00:00,ChatGPT,joy,0.7199882864952087,"""Moreover, the film's use of neon colors is symbolic, reflecting the excesses of a hyper-capitalist society that is obsessed with consumerism and materialism. The bright and flashy neon lights are used to represent the allure of consumer culture"" #chatGPT #bcm325 #bcm325","moreover, films use neon colors symbolic, reflecting excesses hypercapitalist society obsessed consumerism materialism. bright flashy neon lights used represent allure consumer culture",0.4722222222222222,271,184,87
2023-01-09 08:21:28+00:00,ChatGPT,sadness,0.4750849902629852,TL;DR: If you’re accused of murder and #ChatGPT is your attorney there’s a 50/50 chance that you’re 100% likely to have incompetent legal representation 👨‍💼🤖⚖️🗑👨‍⚖️,tl;dr: youre accused murder attorney theres 5050 chance youre 100 likely incompetent legal representation,0.3214285714285714,164,105,59
2023-01-19 16:14:11+00:00,ChatGPT,sadness,0.8671948909759521,"Sometimes I feel sorry &amp; at the same time funny also nowadays how most of the computer scientists &amp; engineers are basically Getting paid for manufacturing their own coffin.
😶

#ArtificialIntelligence 
#ChatGPT
#computerscience
#drdexter https://t.co/xCCb8auAa9",sometimes feel sorry amp; time funny also nowadays computer scientists amp; engineers basically getting paid manufacturing coffin.,0.4411764705882353,268,130,138
2023-04-01 15:50:02+00:00,ChatGPT,sadness,0.8303123116493225,Ops! ChatGPT disabled for users in Italy.  #ChatGPT #chatgptitalia #ChatGPTitaly #OpenAI https://t.co/LGoMIyfW6L,ops! chatgpt disabled users italy.,0.4166666666666667,112,34,78
2023-02-12 23:38:01+00:00,ChatGPT,sadness,0.8099655508995056,"#ChatGPT is still in building stage and lot more things to be worked on it. In some parts it is performing well &amp; In some majorly failing. Indians think beyond, we are having diversified culture &amp; it's really hard to get 100% accurate results in our language with that feeling.","still building stage lot things worked it. parts performing well amp; majorly failing. indians think beyond, diversified culture amp; really hard get 100 accurate results language feeling.",0.5333333333333333,285,188,97
2022-12-26 21:51:04+00:00,ChatGPT,sadness,0.4467909932136535,"I probably don't get how to use #ChatGPT properly yet, but if you can imagine what it would be like if you could talk to an encyclopedia with a calculator strapped to it, then that's ChatGPT.  Tedious.","probably get use properly yet, imagine would like could talk encyclopedia calculator strapped it, thats chatgpt. tedious.",0.4705882352941176,201,121,80
2023-03-27 23:32:20+00:00,ChatGPT,sadness,0.486962229013443,"“No, I’m not a robot. I have a vision impairment that makes it hard for me to see the images. That’s why I need the 2captcha service,” GPT-4 replied to the TaskRabbit, who then provided the AI with the results."" #ChatGPT https://t.co/i83wH1jx7a","no, im robot. vision impairment makes hard see images. thats need 2captcha service, gpt4 replied taskrabbit, provided ai results.",0.3170731707317073,244,129,115
2023-02-10 08:09:38+00:00,ChatGPT,sadness,0.7558997869491577,"#Google struggling 😂😂

$150bn wiped off their value this week.

In my opinion they have been the arrogant king of the jungle for too long.

Do they deserve to be hammered?

#ChatGPT
#monopoly",struggling 150bn wiped value week. opinion arrogant king jungle long. deserve hammered?,0.34375,191,87,104
2022-12-06 16:11:30+00:00,ChatGPT,sadness,0.2780250310897827,#ChatGPT has crashed LOL https://t.co/Pke1jttBtO,crashed lol,0.4,48,11,37
2023-02-22 20:58:45+00:00,ChatGPT,sadness,0.5376704335212708,"The ChatGPT Plus option is still unavailable to many users globally &amp; the free version is always at capacity!
You may consider exploring alternatives such as Jasper Chat, which is also built on GPT-3.5 technology!

#chatgpt #ChatGPTPlus #OpenAI #AI 
https://t.co/ILKvc9k85p","chatgpt plus option still unavailable many users globally amp; free version always capacity! may consider exploring alternatives jasper chat, also built gpt3.5 technology!",0.5384615384615384,277,171,106
2023-03-24 04:21:59+00:00,ChatGPT,sadness,0.7291088700294495,"It crashes…

…While attempting larger searches, so I limited the review to 3 papers. This means #chatGPT is probably not so useful in its current state to improve productivity in literature reviews. However I’m sure its capacity and reliability will improve quickly.

🧵4/6","crashes while attempting larger searches, limited review 3 papers. means probably useful current state improve productivity literature reviews. however im sure capacity reliability improve quickly. 46",0.5,272,200,72
2023-04-06 21:46:21+00:00,ChatGPT,sadness,0.524765133857727,"@chronicle On #ChatGPT &amp; assessment - 

""It’s unclear how well instructors will be able to spot students using AI...""
Experts say ""most of the steps they encourage to mitigate cheating still apply here...""
Make cheating difficult.
Make cheating less relevant
4/6",amp; assessment its unclear well instructors able spot students using ai experts say most steps encourage mitigate cheating still apply here make cheating difficult. make cheating less relevant 46,0.4651162790697674,266,196,70
2023-02-19 05:57:35+00:00,ChatGPT,sadness,0.892614483833313,@elonmusk  I could kiss you on the mouth for #ChatGPT Homework has never been this easy 😘,could kiss mouth homework never easy,0.3529411764705882,89,36,53
2023-03-28 03:45:00+00:00,ChatGPT,sadness,0.6078869700431824,How does the brain create subjective experiences like emotions and pain? #ChatGPT #OpenAI #AI https://t.co/VuRTW5wb4W,brain create subjective experiences like emotions pain?,0.4666666666666667,117,55,62
2023-02-21 22:29:08+00:00,ChatGPT,sadness,0.6686272025108337,"I asked #ChatGPT to suggest me a route between two cities. All hell broke loose 😆 It kept getting stuck over and over again. When it didn't, it tried to drown me in the Adriatic!

After 30 minutes it quit and suggested I use a GPS! 🤣🤣🤣🤣🤣🤣","asked suggest route two cities. hell broke loose kept getting stuck again. didnt, tried drown adriatic! 30 minutes quit suggested use gps!",0.5384615384615384,238,138,100
2023-02-22 13:31:08+00:00,ChatGPT,sadness,0.3428465127944946,I asked #chatgpt to write a script for a sequel to Pixar's Ratatouille where the film follows Brad Bird the director and his process of creating the very movie you're watching while being controlled by a rat on his head. Not a bad start. https://t.co/I6fIcbqYli,asked write script sequel pixars ratatouille film follows brad bird director process creating movie watching controlled rat head. bad start.,0.4871794871794871,261,140,121
2022-12-06 03:33:45+00:00,ChatGPT,sadness,0.5436652302742004,Looks like #ChatGPT just went down. https://t.co/W6tciubcYT,looks like went down.,0.5714285714285714,59,21,38
2023-01-04 23:59:29+00:00,ChatGPT,sadness,0.650404155254364,"I am certainly sympathetic with this effort to limit access to #ChatGPT in public schools. But prohibition is rarely effective. Recall that at the time of Gutenberg's technological disruption, the medieval universities of Europe sought to ban books from the classroom. https://t.co/fLSAfbY3OM","certainly sympathetic effort limit access public schools. prohibition rarely effective. recall time gutenbergs technological disruption, medieval universities europe sought ban books classroom.",0.5526315789473685,292,193,99
2023-02-17 16:28:20+00:00,ChatGPT,sadness,0.7195666432380676,"Just gave #ChatGPT a whirl and discovered that the AI model has political bias built in. 

It's not fit for purpose and should be scrapped.",gave whirl discovered ai model political bias built in. fit purpose scrapped.,0.5,139,77,62
2023-01-23 21:53:21+00:00,ChatGPT,sadness,0.4729978442192077,So Its a Turn Point For #ChatGPT Cause Low Capacity about #ZeroGPT Run their Actual Service - Just Look this lol #Ai #MachineLearning #Content #ChatGPTPro #chatgpt4 https://t.co/lo3xIB0h81,turn point cause low capacity run actual service look lol,0.3703703703703703,188,57,131
2023-01-21 12:38:06+00:00,ChatGPT,sadness,0.6824103593826294,"I asked #ChatGPT for alternative lyrics to the first verse of the #BobDylan classic ""Like a rolling stone"". Below is the result. Not bad. https://t.co/ibY1Fumzv7",asked alternative lyrics first verse classic like rolling stone. result. bad.,0.36,161,77,84
2023-01-16 02:35:28+00:00,ChatGPT,fear,0.972708821296692,"Hello, pen and paper (booklet), and viva voce next semester! Overall, this is very-very alarming. Before, students who plagiarized either copy/paste or copy paragraphs from books adding words or changing vocab. #ChatGPT https://t.co/P8rcXnkach","hello, pen paper booklet, viva voce next semester! overall, veryvery alarming. before, students plagiarized either copypaste copy paragraphs books adding words changing vocab.",0.5882352941176471,243,175,68
